Sample in Buffer,Sample in Window,TRIGGER,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/rsqrtIn_payload[31:0],top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_normOut_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_toBeNorm_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_2_core/stateGen_4/status_token[9:0],top_i/DataPath_xN_0/U0/coreArea_2_core/stateGen_4/status_layerCnt[4:0],top_i/DataPath_xN_0/U0/coreArea_2_core/axi/int_bus_payload_tuser[5:0],top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_normOut_valid,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_toBeNorm_valid,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/isAttnLn,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/rsqrtIn_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX
2012,2012,0,3ac85964,b064,24da,000,00,11,0,0,0,0
2013,2013,0,3ac85964,b064,24da,000,00,15,0,0,0,0
2014,2014,0,3ac85964,b064,24da,000,00,15,0,0,0,0
2015,2015,0,3ac85964,b064,24da,000,00,15,0,0,0,0
2016,2016,0,3ac85cdf,b064,251c,000,00,15,0,1,0,0
2017,2017,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2018,2018,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2019,2019,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2020,2020,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2021,2021,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2022,2022,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2023,2023,0,3ac85cdf,b064,24da,000,00,15,0,0,0,0
2024,2024,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2025,2025,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2026,2026,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2027,2027,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2028,2028,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2029,2029,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2030,2030,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2031,2031,0,3ac85cfc,b064,24da,000,00,15,0,0,0,0
2032,2032,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2033,2033,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2034,2034,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2035,2035,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2036,2036,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2037,2037,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2038,2038,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2039,2039,0,3ac8685c,b064,24da,000,00,15,0,0,0,0
2040,2040,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2041,2041,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2042,2042,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2043,2043,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2044,2044,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2045,2045,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2046,2046,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2047,2047,0,3ac86ab2,b064,24da,000,00,15,0,0,0,0
2048,2048,1,3ac86df5,b064,24da,000,00,15,0,0,0,1
2049,2049,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2050,2050,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2051,2051,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2052,2052,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2053,2053,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2054,2054,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2055,2055,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2056,2056,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2057,2057,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2058,2058,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2059,2059,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2060,2060,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2061,2061,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2062,2062,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2063,2063,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2064,2064,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2065,2065,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2066,2066,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2067,2067,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2068,2068,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2069,2069,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2070,2070,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2071,2071,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2072,2072,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2073,2073,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2074,2074,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2075,2075,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2076,2076,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2077,2077,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2078,2078,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2079,2079,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2080,2080,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2081,2081,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2082,2082,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2083,2083,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2084,2084,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2085,2085,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2086,2086,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2087,2087,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2088,2088,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2089,2089,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2090,2090,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2091,2091,0,33bc4d20,b064,24da,000,00,15,0,0,0,0
2092,2092,0,33bc4d20,a6f8,24da,000,00,15,1,0,0,0
2093,2093,0,33bc4d20,2faf,24da,000,00,15,1,0,0,0
2094,2094,0,33bc4d20,3018,24da,000,00,15,0,0,0,0
2095,2095,0,33bc4d20,28ee,24da,000,00,15,1,0,0,0
2096,2096,0,33bc4d20,30cd,24da,000,00,15,1,0,0,0
2097,2097,0,33bc4d20,abc0,24da,000,00,15,1,0,0,0
2098,2098,0,33bc4d20,a891,24da,000,00,15,1,0,0,0
2099,2099,0,33bc4d20,1fd3,24da,000,00,15,1,0,0,0
2100,2100,0,33bc4d20,a831,24da,000,00,15,1,0,0,0
2101,2101,0,33bc4d20,ae95,24da,000,00,15,1,0,0,0
2102,2102,0,33bc4d20,ae26,24da,000,00,15,1,0,0,0
2103,2103,0,33bc4d20,b0aa,24da,000,00,15,1,0,0,0
2104,2104,0,33bc4d20,ac31,24da,000,00,15,1,0,0,0
2105,2105,0,33bc4d20,2d5f,24da,000,00,15,1,0,0,0
2106,2106,0,33bc4d20,31d1,24da,000,00,15,1,0,0,0
2107,2107,0,33bc4d20,2987,24da,000,00,15,1,0,0,0
2108,2108,0,33bc4d20,2b55,24da,000,00,15,1,0,0,0
2109,2109,0,33bc4d20,2d79,24da,000,00,15,1,0,0,0
2110,2110,0,33bc4d20,2981,24da,000,00,15,1,0,0,0
2111,2111,0,33bc4d20,346f,24da,000,00,15,1,0,0,0
2112,2112,0,33bc4d20,1c9e,24da,000,00,15,1,0,0,0
2113,2113,0,33bc4d20,2547,24da,000,00,15,1,0,0,0
2114,2114,0,33bc4d20,1ff9,24da,000,00,15,1,0,0,0
2115,2115,0,33bc4d20,29d2,24da,000,00,15,1,0,0,0
2116,2116,0,33bc4d20,3124,24da,000,00,15,1,0,0,0
2117,2117,0,33bc4d20,ad5c,24da,000,00,15,1,0,0,0
2118,2118,0,33bc4d20,a929,24da,000,00,15,1,0,0,0
2119,2119,0,33bc4d20,25cd,24da,000,00,15,1,0,0,0
2120,2120,0,33bc4d20,2150,24da,000,00,15,1,0,0,0
2121,2121,0,33bc4d20,2d06,24da,000,00,15,1,0,0,0
2122,2122,0,33bc4d20,2410,24da,000,00,15,1,0,0,0
2123,2123,0,33bc4d20,2535,24da,000,00,15,1,0,0,0
2124,2124,0,33bc4d20,a506,24da,000,00,15,1,0,0,0
2125,2125,0,33bc4d20,a687,24da,000,00,15,1,0,0,0
2126,2126,0,33bc4d20,2bf5,24da,000,00,15,1,0,0,0
2127,2127,0,33bc4d20,ab7b,24da,000,00,15,1,0,0,0
2128,2128,0,33bc4d20,10d4,24da,000,00,15,1,0,0,0
2129,2129,0,33bc4d20,2ed7,24da,000,00,15,1,0,0,0
2130,2130,0,33bc4d20,2c34,24da,000,00,15,1,0,0,0
2131,2131,0,33bc4d20,adce,24da,000,00,15,1,0,0,0
2132,2132,0,33bc4d20,272c,24da,000,00,15,1,0,0,0
2133,2133,0,33bc4d20,aeab,24da,000,00,15,1,0,0,0
2134,2134,0,33bc4d20,2ace,24da,000,00,15,1,0,0,0
2135,2135,0,33bc4d20,af88,24da,000,00,15,1,0,0,0
2136,2136,0,33bc4d20,2c77,24da,000,00,15,1,0,0,0
2137,2137,0,33bc4d20,ad2d,24da,000,00,15,1,0,0,0
2138,2138,0,33bc4d20,a89b,24da,000,00,15,1,0,0,0
2139,2139,0,33bc4d20,a7ff,24da,000,00,15,1,0,0,0
2140,2140,0,33bc4d20,ae86,24da,000,00,15,1,0,0,0
2141,2141,0,33bc4d20,946f,24da,000,00,15,1,0,0,0
2142,2142,0,33bc4d20,2d34,24da,000,00,15,1,0,0,0
2143,2143,0,33bc4d20,8b9f,24da,000,00,15,1,0,0,0
2144,2144,0,33bc4d20,3093,24da,000,00,15,1,0,0,0
2145,2145,0,33bc4d20,a6c5,24da,000,00,15,1,0,0,0
2146,2146,0,33bc4d20,ac2f,24da,000,00,15,1,0,0,0
2147,2147,0,33bc4d20,2a00,24da,000,00,15,1,0,0,0
2148,2148,0,33bc4d20,ae54,24da,000,00,15,1,0,0,0
2149,2149,0,33bc4d20,b00a,24da,000,00,15,1,0,0,0
2150,2150,0,33bc4d20,27a7,24da,000,00,15,1,0,0,0
2151,2151,0,33bc4d20,a454,24da,000,00,15,1,0,0,0
2152,2152,0,33bc4d20,28d1,24da,000,00,15,1,0,0,0
2153,2153,0,33bc4d20,244e,24da,000,00,15,1,0,0,0
2154,2154,0,33bc4d20,29f7,24da,000,00,15,1,0,0,0
2155,2155,0,33bc4d20,2817,24da,000,00,15,1,0,0,0
2156,2156,0,33bc4d20,2bb2,24da,000,00,15,1,0,0,0
2157,2157,0,33bc4d20,a751,24da,000,00,15,1,0,0,0
2158,2158,0,33bc4d20,2b2f,24da,000,00,15,1,0,0,0
2159,2159,0,33bc4d20,2852,24da,000,00,15,1,0,0,0
2160,2160,0,33bc4d20,2123,24da,000,00,15,1,0,0,0
2161,2161,0,33bc4d20,2e7d,24da,000,00,15,1,0,0,0
2162,2162,0,33bc4d20,2ceb,24da,000,00,15,1,0,0,0
2163,2163,0,33bc4d20,ac48,24da,000,00,15,1,0,0,0
2164,2164,0,33bc4d20,2670,24da,000,00,15,1,0,0,0
2165,2165,0,33bc4d20,ab88,24da,000,00,15,1,0,0,0
2166,2166,0,33bc4d20,a2c7,24da,000,00,15,1,0,0,0
2167,2167,0,33bc4d20,2c29,24da,000,00,15,1,0,0,0
2168,2168,0,33bc4d20,ad73,24da,000,00,15,1,0,0,0
2169,2169,0,33bc4d20,a906,24da,000,00,15,1,0,0,0
2170,2170,0,33bc4d20,2fc3,24da,000,00,15,1,0,0,0
2171,2171,0,33bc4d20,ace9,24da,000,00,15,1,0,0,0
2172,2172,0,33bc4d20,ad08,24da,000,00,15,1,0,0,0
2173,2173,0,33bc4d20,b270,24da,000,00,15,1,0,0,0
2174,2174,0,33bc4d20,b108,24da,000,00,15,1,0,0,0
2175,2175,0,33bc4d20,2e88,24da,000,00,15,1,0,0,0
2176,2176,0,33bc4d20,ac50,24da,000,00,15,1,0,0,0
2177,2177,0,33bc4d20,2253,24da,000,00,15,1,0,0,0
2178,2178,0,33bc4d20,ab02,24da,000,00,15,1,0,0,0
2179,2179,0,33bc4d20,2d42,24da,000,00,15,1,0,0,0
2180,2180,0,33bc4d20,99c8,24da,000,00,15,1,0,0,0
2181,2181,0,33bc4d20,a8c3,24da,000,00,15,1,0,0,0
2182,2182,0,33bc4d20,a2f7,24da,000,00,15,1,0,0,0
2183,2183,0,33bc4d20,295c,24da,000,00,15,1,0,0,0
2184,2184,0,33bc4d20,2a82,24da,000,00,15,1,0,0,0
2185,2185,0,33bc4d20,1c7b,24da,000,00,15,1,0,0,0
2186,2186,0,33bc4d20,2a1d,24da,000,00,15,1,0,0,0
2187,2187,0,33bc4d20,ace6,24da,000,00,15,1,0,0,0
2188,2188,0,33bc4d20,ad0c,24da,000,00,15,1,0,0,0
2189,2189,0,33bc4d20,a014,24da,000,00,15,1,0,0,0
2190,2190,0,33bc4d20,af93,24da,000,00,15,1,0,0,0
2191,2191,0,33bc4d20,2c51,24da,000,00,15,1,0,0,0
2192,2192,0,33bc4d20,ab86,24da,000,00,15,1,0,0,0
2193,2193,0,33bc4d20,b318,24da,000,00,15,1,0,0,0
2194,2194,0,33bc4d20,2ebe,24da,000,00,15,1,0,0,0
2195,2195,0,33bc4d20,2fca,24da,000,00,15,1,0,0,0
2196,2196,0,33bc4d20,2c3d,24da,000,00,15,1,0,0,0
2197,2197,0,33bc4d20,ac0b,24da,000,00,15,1,0,0,0
2198,2198,0,33bc4d20,a85d,24da,000,00,15,1,0,0,0
2199,2199,0,33bc4d20,2e43,24da,000,00,15,1,0,0,0
2200,2200,0,33bc4d20,a6f3,24da,000,00,15,1,0,0,0
2201,2201,0,33bc4d20,ad26,24da,000,00,15,1,0,0,0
2202,2202,0,33bc4d20,9595,24da,000,00,15,1,0,0,0
2203,2203,0,33bc4d20,a069,24da,000,00,15,1,0,0,0
2204,2204,0,33bc4d20,ae90,24da,000,00,15,1,0,0,0
2205,2205,0,33bc4d20,a815,24da,000,00,15,1,0,0,0
2206,2206,0,33bc4d20,2b6d,24da,000,00,15,1,0,0,0
2207,2207,0,33bc4d20,244b,24da,000,00,15,1,0,0,0
2208,2208,0,33bc4d20,ac5a,24da,000,00,15,1,0,0,0
2209,2209,0,33bc4d20,3424,24da,000,00,15,1,0,0,0
2210,2210,0,33bc4d20,a9b9,24da,000,00,15,1,0,0,0
2211,2211,0,33bc4d20,a046,24da,000,00,15,1,0,0,0
2212,2212,0,33bc4d20,a987,24da,000,00,15,1,0,0,0
2213,2213,0,33bc4d20,2c3a,24da,000,00,15,1,0,0,0
2214,2214,0,33bc4d20,25bc,24da,000,00,15,1,0,0,0
2215,2215,0,33bc4d20,b412,24da,000,00,15,1,0,0,0
2216,2216,0,33bc4d20,a700,24da,000,00,15,1,0,0,0
2217,2217,0,33bc4d20,2e17,24da,000,00,15,1,0,0,0
2218,2218,0,33bc4d20,2c8a,24da,000,00,15,1,0,0,0
2219,2219,0,33bc4d20,ac12,24da,000,00,15,1,0,0,0
2220,2220,0,33bc4d20,ac66,24da,000,00,15,1,0,0,0
2221,2221,0,33bc4d20,2ee7,24da,000,00,15,1,0,0,0
2222,2222,0,33bc4d20,2a9e,24da,000,00,15,1,0,0,0
2223,2223,0,33bc4d20,2b96,24da,000,00,15,1,0,0,0
2224,2224,0,33bc4d20,2ad1,24da,000,00,15,1,0,0,0
2225,2225,0,33bc4d20,b054,24da,000,00,15,1,0,0,0
2226,2226,0,33bc4d20,9daf,24da,000,00,15,1,0,0,0
2227,2227,0,33bc4d20,a26c,24da,000,00,15,1,0,0,0
2228,2228,0,33bc4d20,b425,24da,000,00,15,1,0,0,0
2229,2229,0,33bc4d20,2b6b,24da,000,00,15,1,0,0,0
2230,2230,0,33bc4d20,a1d1,24da,000,00,15,1,0,0,0
2231,2231,0,33bc4d20,adc9,24da,000,00,15,1,0,0,0
2232,2232,0,33bc4d20,a8f5,24da,000,00,15,1,0,0,0
2233,2233,0,33bc4d20,2236,24da,000,00,15,1,0,0,0
2234,2234,0,33bc4d20,2f35,24da,000,00,15,1,0,0,0
2235,2235,0,33bc4d20,2f85,24da,000,00,15,1,0,0,0
2236,2236,0,33bc4d20,adf3,24da,000,00,15,1,0,0,0
2237,2237,0,33bc4d20,2c0d,24da,000,00,15,1,0,0,0
2238,2238,0,33bc4d20,2fcb,24da,000,00,15,1,0,0,0
2239,2239,0,33bc4d20,23f8,24da,000,00,15,1,0,0,0
2240,2240,0,33bc4d20,abb8,24da,000,00,15,1,0,0,0
2241,2241,0,33bc4d20,1cb8,24da,000,00,15,1,0,0,0
2242,2242,0,33bc4d20,ac29,24da,000,00,15,1,0,0,0
2243,2243,0,33bc4d20,198f,24da,000,00,15,1,0,0,0
2244,2244,0,33bc4d20,2d91,24da,000,00,15,1,0,0,0
2245,2245,0,33bc4d20,ad2d,24da,000,00,15,1,0,0,0
2246,2246,0,33bc4d20,ad68,24da,000,00,15,1,0,0,0
2247,2247,0,33bc4d20,2c47,24da,000,00,15,1,0,0,0
2248,2248,0,33bc4d20,2aa5,24da,000,00,15,1,0,0,0
2249,2249,0,33bc4d20,ae7d,24da,000,00,15,1,0,0,0
2250,2250,0,33bc4d20,a5e6,24da,000,00,15,1,0,0,0
2251,2251,0,33bc4d20,ac90,24da,000,00,15,1,0,0,0
2252,2252,0,33bc4d20,2472,24da,000,00,15,1,0,0,0
2253,2253,0,33bc4d20,255f,24da,000,00,15,1,0,0,0
2254,2254,0,33bc4d20,2cc6,24da,000,00,15,1,0,0,0
2255,2255,0,33bc4d20,2ff0,24da,000,00,15,1,0,0,0
2256,2256,0,33bc4d20,285d,24da,000,00,15,1,0,0,0
2257,2257,0,33bc4d20,b42f,24da,000,00,15,1,0,0,0
2258,2258,0,33bc4d20,25e5,24da,000,00,15,1,0,0,0
2259,2259,0,33bc4d20,9b1f,24da,000,00,15,1,0,0,0
2260,2260,0,33bc4d20,a997,24da,000,00,15,1,0,0,0
2261,2261,0,33bc4d20,a937,24da,000,00,15,1,0,0,0
2262,2262,0,33bc4d20,abf3,24da,000,00,15,1,0,0,0
2263,2263,0,33bc4d20,9df7,24da,000,00,15,1,0,0,0
2264,2264,0,33bc4d20,a4e3,24da,000,00,15,1,0,0,0
2265,2265,0,33bc4d20,a9b7,24da,000,00,15,1,0,0,0
2266,2266,0,33bc4d20,25ab,24da,000,00,15,1,0,0,0
2267,2267,0,33bc4d20,2c6c,24da,000,00,15,1,0,0,0
2268,2268,0,33bc4d20,3044,24da,000,00,15,1,0,0,0
2269,2269,0,33bc4d20,29a6,24da,000,00,15,1,0,0,0
2270,2270,0,33bc4d20,2a5f,24da,000,00,15,1,0,0,0
2271,2271,0,33bc4d20,2cd8,24da,000,00,15,1,0,0,0
2272,2272,0,33bc4d20,2dbf,24da,000,00,15,1,0,0,0
2273,2273,0,33bc4d20,2a15,24da,000,00,15,1,0,0,0
2274,2274,0,33bc4d20,a941,24da,000,00,15,1,0,0,0
2275,2275,0,33bc4d20,23b5,24da,000,00,15,1,0,0,0
2276,2276,0,33bc4d20,a6d7,24da,000,00,15,1,0,0,0
2277,2277,0,33bc4d20,2e57,24da,000,00,15,1,0,0,0
2278,2278,0,33bc4d20,254a,24da,000,00,15,1,0,0,0
2279,2279,0,33bc4d20,a969,24da,000,00,15,1,0,0,0
2280,2280,0,33bc4d20,abc0,24da,000,00,15,1,0,0,0
2281,2281,0,33bc4d20,9dc6,24da,000,00,15,1,0,0,0
2282,2282,0,33bc4d20,aa59,24da,000,00,15,1,0,0,0
2283,2283,0,33bc4d20,a745,24da,000,00,15,1,0,0,0
2284,2284,0,33bc4d20,2b54,24da,000,00,15,1,0,0,0
2285,2285,0,33bc4d20,b061,24da,000,00,15,1,0,0,0
2286,2286,0,33bc4d20,b209,24da,000,00,15,1,0,0,0
2287,2287,0,33bc4d20,28fd,24da,000,00,15,1,0,0,0
2288,2288,0,33bc4d20,a2f2,24da,000,00,15,1,0,0,0
2289,2289,0,33bc4d20,299a,24da,000,00,15,1,0,0,0
2290,2290,0,33bc4d20,af73,24da,000,00,15,1,0,0,0
2291,2291,0,33bc4d20,3068,24da,000,00,15,1,0,0,0
2292,2292,0,33bc4d20,2dfa,24da,000,00,15,1,0,0,0
2293,2293,0,33bc4d20,ae59,24da,000,00,15,1,0,0,0
2294,2294,0,33bc4d20,980a,24da,000,00,15,1,0,0,0
2295,2295,0,33bc4d20,3192,24da,000,00,15,1,0,0,0
2296,2296,0,33bc4d20,a888,24da,000,00,15,1,0,0,0
2297,2297,0,33bc4d20,2571,24da,000,00,15,1,0,0,0
2298,2298,0,33bc4d20,2199,24da,000,00,15,1,0,0,0
2299,2299,0,33bc4d20,2705,24da,000,00,15,1,0,0,0
2300,2300,0,33bc4d20,b14c,24da,000,00,15,1,0,0,0
2301,2301,0,33bc4d20,ab4f,24da,000,00,15,1,0,0,0
2302,2302,0,33bc4d20,2b91,24da,000,00,15,1,0,0,0
2303,2303,0,33bc4d20,201b,24da,000,00,15,1,0,0,0
2304,2304,0,33bc4d20,ab37,24da,000,00,15,1,0,0,0
2305,2305,0,33bc4d20,204e,24da,000,00,15,1,0,0,0
2306,2306,0,33bc4d20,ac19,24da,000,00,15,1,0,0,0
2307,2307,0,33bc4d20,3116,24da,000,00,15,1,0,0,0
2308,2308,0,33bc4d20,333d,24da,000,00,15,1,0,0,0
2309,2309,0,33bc4d20,2a5b,24da,000,00,15,1,0,0,0
2310,2310,0,33bc4d20,19fc,24da,000,00,15,1,0,0,0
2311,2311,0,33bc4d20,2f10,24da,000,00,15,1,0,0,0
2312,2312,0,33bc4d20,a48c,24da,000,00,15,1,0,0,0
2313,2313,0,33bc4d20,24cd,24da,000,00,15,1,0,0,0
2314,2314,0,33bc4d20,29a4,24da,000,00,15,1,0,0,0
2315,2315,0,33bc4d20,2f4a,24da,000,00,15,1,0,0,0
2316,2316,0,33bc4d20,a838,24da,000,00,15,1,0,0,0
2317,2317,0,33bc4d20,2c72,24da,000,00,15,1,0,0,0
2318,2318,0,33bc4d20,9f2d,24da,000,00,15,1,0,0,0
2319,2319,0,33bc4d20,abb6,24da,000,00,15,1,0,0,0
2320,2320,0,33bc4d20,294d,24da,000,00,15,1,0,0,0
2321,2321,0,33bc4d20,2e8e,24da,000,00,15,1,0,0,0
2322,2322,0,33bc4d20,2ef1,24da,000,00,15,1,0,0,0
2323,2323,0,33bc4d20,2d76,24da,000,00,15,1,0,0,0
2324,2324,0,33bc4d20,316f,24da,000,00,15,1,0,0,0
2325,2325,0,33bc4d20,2d97,24da,000,00,15,1,0,0,0
2326,2326,0,33bc4d20,2126,24da,000,00,15,1,0,0,0
2327,2327,0,33bc4d20,ad60,24da,000,00,15,1,0,0,0
2328,2328,0,33bc4d20,a803,24da,000,00,15,1,0,0,0
2329,2329,0,33bc4d20,96b5,24da,000,00,15,1,0,0,0
2330,2330,0,33bc4d20,2d0d,24da,000,00,15,1,0,0,0
2331,2331,0,33bc4d20,aadb,24da,000,00,15,1,0,0,0
2332,2332,0,33bc4d20,ad1f,24da,000,00,15,1,0,0,0
2333,2333,0,33bc4d20,3246,24da,000,00,15,1,0,0,0
2334,2334,0,33bc4d20,2afa,24da,000,00,15,1,0,0,0
2335,2335,0,33bc4d20,2bc6,24da,000,00,15,1,0,0,0
2336,2336,0,33bc4d20,a4c0,24da,000,00,15,1,0,0,0
2337,2337,0,33bc4d20,ae74,24da,000,00,15,1,0,0,0
2338,2338,0,33bc4d20,28b0,24da,000,00,15,1,0,0,0
2339,2339,0,33bc4d20,1b49,24da,000,00,15,1,0,0,0
2340,2340,0,33bc4d20,ad91,24da,000,00,15,1,0,0,0
2341,2341,0,33bc4d20,29b0,24da,000,00,15,1,0,0,0
2342,2342,0,33bc4d20,b0b6,24da,000,00,15,1,0,0,0
2343,2343,0,33bc4d20,8000,24da,000,00,15,1,0,0,0
2344,2344,0,33bc4d20,1e8c,24da,000,00,15,1,0,0,0
2345,2345,0,33bc4d20,268b,24da,000,00,15,1,0,0,0
2346,2346,0,33bc4d20,ad58,24da,000,00,15,1,0,0,0
2347,2347,0,33bc4d20,afff,24da,000,00,15,1,0,0,0
2348,2348,0,33bc4d20,2621,24da,000,00,15,1,0,0,0
2349,2349,0,33bc4d20,2c3a,24da,000,00,15,1,0,0,0
2350,2350,0,33bc4d20,2e38,24da,000,00,15,1,0,0,0
2351,2351,0,33bc4d20,add1,24da,000,00,15,1,0,0,0
2352,2352,0,33bc4d20,2189,24da,000,00,15,1,0,0,0
2353,2353,0,33bc4d20,2762,24da,000,00,15,1,0,0,0
2354,2354,0,33bc4d20,af19,24da,000,00,15,1,0,0,0
2355,2355,0,33bc4d20,95a2,24da,000,00,15,1,0,0,0
2356,2356,0,33bc4d20,b0f8,24da,000,00,15,1,0,0,0
2357,2357,0,33bc4d20,2cf1,24da,000,00,15,1,0,0,0
2358,2358,0,33bc4d20,9efd,24da,000,00,15,1,0,0,0
2359,2359,0,33bc4d20,a5e0,24da,000,00,15,1,0,0,0
2360,2360,0,33bc4d20,30b3,24da,000,00,15,1,0,0,0
2361,2361,0,33bc4d20,a816,24da,000,00,15,1,0,0,0
2362,2362,0,33bc4d20,2e16,24da,000,00,15,1,0,0,0
2363,2363,0,33bc4d20,a113,24da,000,00,15,1,0,0,0
2364,2364,0,33bc4d20,a6df,24da,000,00,15,1,0,0,0
2365,2365,0,33bc4d20,adc3,24da,000,00,15,1,0,0,0
2366,2366,0,33bc4d20,a7ed,24da,000,00,15,1,0,0,0
2367,2367,0,33bc4d20,adb2,24da,000,00,15,1,0,0,0
2368,2368,0,33bc4d20,ac8b,24da,000,00,15,1,0,0,0
2369,2369,0,33bc4d20,aacb,24da,000,00,15,1,0,0,0
2370,2370,0,33bc4d20,a42e,24da,000,00,15,1,0,0,0
2371,2371,0,33bc4d20,2bdf,24da,000,00,15,1,0,0,0
2372,2372,0,33bc4d20,ac8c,24da,000,00,15,1,0,0,0
2373,2373,0,33bc4d20,202f,24da,000,00,15,1,0,0,0
2374,2374,0,33bc4d20,ac6c,24da,000,00,15,1,0,0,0
2375,2375,0,33bc4d20,aa9e,24da,000,00,15,1,0,0,0
2376,2376,0,33bc4d20,9fbe,24da,000,00,15,1,0,0,0
2377,2377,0,33bc4d20,2e81,24da,000,00,15,1,0,0,0
2378,2378,0,33bc4d20,2cbe,24da,000,00,15,1,0,0,0
2379,2379,0,33bc4d20,add0,24da,000,00,15,1,0,0,0
2380,2380,0,33bc4d20,adcc,24da,000,00,15,1,0,0,0
2381,2381,0,33bc4d20,2709,24da,000,00,15,1,0,0,0
2382,2382,0,33bc4d20,a8be,24da,000,00,15,1,0,0,0
2383,2383,0,33bc4d20,aa8c,24da,000,00,15,1,0,0,0
2384,2384,0,33bc4d20,305c,24da,000,00,15,1,0,0,0
2385,2385,0,33bc4d20,acfc,24da,000,00,15,1,0,0,0
2386,2386,0,33bc4d20,a984,24da,000,00,15,1,0,0,0
