Sample in Buffer,Sample in Window,TRIGGER,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/rsqrtIn_payload[31:0],top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_normOut_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_toBeNorm_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_2_core/stateGen_4/status_token[9:0],top_i/DataPath_xN_0/U0/coreArea_2_core/stateGen_4/status_layerCnt[4:0],top_i/DataPath_xN_0/U0/coreArea_2_core/axi/int_bus_payload_tuser[5:0],top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_normOut_valid,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/io_toBeNorm_valid,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/isAttnLn,top_i/DataPath_xN_0/U0/coreArea_2_core/ln/rmsNorm/rsqrtIn_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX
1037,1037,0,3ac4727f,9c4a,25da,000,00,11,0,0,0,0
1038,1038,0,3ac4727f,9c4a,25da,000,00,11,0,0,0,0
1039,1039,0,3ac4727f,9c4a,1f79,000,00,11,0,0,0,0
1040,1040,0,3ac4984d,9c4a,a5ab,000,00,11,0,0,0,0
1041,1041,0,3ac4984d,9c4a,a821,000,00,11,0,1,0,0
1042,1042,0,3ac4984d,9c4a,a4e3,000,00,11,0,0,0,0
1043,1043,0,3ac4984d,9c4a,1f79,000,00,11,0,0,0,0
1044,1044,0,3ac4984d,9c4a,1f79,000,00,11,0,0,0,0
1045,1045,0,3ac4984d,9c4a,1f79,000,00,11,0,0,0,0
1046,1046,0,3ac4984d,9c4a,1f79,000,00,11,0,0,0,0
1047,1047,0,3ac4984d,9c4a,9fc3,000,00,11,0,0,0,0
1048,1048,0,3ac49f4b,9c4a,216e,000,00,11,0,1,0,0
1049,1049,0,3ac49f4b,9c4a,1895,000,00,11,0,0,0,0
1050,1050,0,3ac49f4b,9c4a,1b47,000,00,11,0,0,0,0
1051,1051,0,3ac49f4b,9c4a,9fc3,000,00,11,0,0,0,0
1052,1052,0,3ac49f4b,9c4a,9fc3,000,00,11,0,0,0,0
1053,1053,0,3ac49f4b,9c4a,9fc3,000,00,11,0,0,0,0
1054,1054,0,3ac49f4b,9c4a,9fc3,000,00,11,0,0,0,0
1055,1055,0,3ac49f4b,9c4a,1827,000,00,11,0,0,0,0
1056,1056,0,3ac49f4b,9c4a,24de,000,00,11,0,1,0,0
1057,1057,0,3ac4a3cb,9c4a,a42c,000,00,11,0,0,0,0
1058,1058,0,3ac4a3cb,9c4a,2822,000,00,11,0,0,0,0
1059,1059,0,3ac4a3cb,9c4a,1827,000,00,11,0,0,0,0
1060,1060,0,3ac4a3cb,9c4a,1827,000,00,11,0,0,0,0
1061,1061,0,3ac4a3cb,9c4a,1827,000,00,11,0,0,0,0
1062,1062,0,3ac4a3cb,9c4a,1827,000,00,11,0,0,0,0
1063,1063,0,3ac4a3cb,9c4a,a4d4,000,00,11,0,0,0,0
1064,1064,0,3ac4a3cb,9c4a,a0de,000,00,11,0,1,0,0
1065,1065,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1066,1066,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1067,1067,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1068,1068,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1069,1069,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1070,1070,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1071,1071,0,3ac4a3dc,9c4a,a42c,000,00,11,0,0,0,0
1072,1072,0,3ac4a3dc,9c4a,22e9,000,00,11,0,1,0,0
1073,1073,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1074,1074,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1075,1075,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1076,1076,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1077,1077,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1078,1078,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1079,1079,0,3ac4ac62,9c4a,a42c,000,00,11,0,0,0,0
1080,1080,0,3ac4ad4e,9c4a,a0a2,000,00,11,0,1,0,0
1081,1081,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1082,1082,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1083,1083,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1084,1084,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1085,1085,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1086,1086,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1087,1087,0,3ac4ad4e,9c4a,a42c,000,00,11,0,0,0,0
1088,1088,0,3ac4b044,9c4a,a42c,000,00,11,0,0,0,0
1089,1089,0,3ac4b044,9c4a,a42c,000,00,11,0,0,0,0
1090,1090,0,3ac4b044,9c4a,a42c,000,00,11,0,0,0,0
1091,1091,0,3ac4b044,9c4a,a42c,000,00,11,0,0,0,0
1092,1092,0,3ac4b044,9c4a,2bcf,000,00,11,0,0,0,0
1093,1093,0,3ac4b044,9c4a,a899,000,00,11,0,0,0,0
1094,1094,0,3ac4b044,9c4a,1915,000,00,11,0,0,0,0
1095,1095,0,3ac4b044,9c4a,9e54,000,00,11,0,0,0,0
1096,1096,0,3ac4b101,9c4a,9e54,000,00,11,0,0,0,0
1097,1097,0,3ac4b101,9c4a,9e54,000,00,11,0,0,0,0
1098,1098,0,3ac4b101,9c4a,9e54,000,00,11,0,0,0,0
1099,1099,0,3ac4b101,9c4a,9e54,000,00,11,0,0,0,0
1100,1100,0,3ac4b101,9c4a,9e54,000,00,11,0,0,0,0
1101,1101,0,3ac4b101,9c4a,9926,000,00,11,0,0,0,0
1102,1102,0,3ac4b101,9c4a,a423,000,00,11,0,0,0,0
1103,1103,0,3ac4b101,9c4a,9e2b,000,00,11,0,0,0,0
1104,1104,0,3ac4b27f,9c4a,244d,000,00,11,0,0,0,0
1105,1105,0,3ac4b27f,9c4a,244b,000,00,11,0,0,0,0
1106,1106,0,3ac4b27f,9c4a,a26f,000,00,11,0,0,0,0
1107,1107,0,3ac4b27f,9c4a,25f5,000,00,11,0,0,0,0
1108,1108,0,3ac4b27f,9c4a,25eb,000,00,11,0,0,0,0
1109,1109,0,3ac4b27f,9c4a,a531,000,00,11,0,0,0,0
1110,1110,0,3ac4b27f,9c4a,282b,000,00,11,0,0,0,0
1111,1111,0,3ac4b27f,9c4a,a5d9,000,00,11,0,0,0,0
1112,1112,0,3ac4b32b,9c4a,27f8,000,00,11,0,0,0,0
1113,1113,0,3ac4b32b,9c4a,a94a,000,00,11,0,0,0,0
1114,1114,0,3ac4b32b,9c4a,a8dd,000,00,11,0,0,0,0
1115,1115,0,3ac4b32b,9c4a,16ac,000,00,11,0,0,0,0
1116,1116,0,3ac4b32b,9c4a,12db,000,00,11,0,0,0,0
1117,1117,0,3ac4b32b,9c4a,2669,000,00,11,0,1,0,0
1118,1118,0,3ac4b32b,9c4a,a993,000,00,11,0,0,0,0
1119,1119,0,3ac4b32b,9c4a,a199,000,00,11,0,0,0,0
1120,1120,0,3ac4b32b,9c4a,a268,000,00,11,0,0,0,0
1121,1121,0,3ac4b32b,9c4a,21d4,000,00,11,0,1,0,0
1122,1122,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1123,1123,0,3ac4b32b,9c4a,88f6,000,00,11,0,0,0,0
1124,1124,0,3ac4b32b,9c4a,a6f3,000,00,11,0,0,0,0
1125,1125,0,3ac4b32b,9c4a,22ef,000,00,11,0,1,0,0
1126,1126,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1127,1127,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1128,1128,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1129,1129,0,3ac4b32b,9c4a,8fc0,000,00,11,0,1,0,0
1130,1130,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1131,1131,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1132,1132,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1133,1133,0,3ac4b32b,9c4a,9f79,000,00,11,0,1,0,0
1134,1134,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1135,1135,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1136,1136,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1137,1137,0,3ac4b32b,9c4a,aa51,000,00,11,0,1,0,0
1138,1138,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1139,1139,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1140,1140,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1141,1141,0,3ac4b32b,9c4a,a632,000,00,11,0,1,0,0
1142,1142,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1143,1143,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1144,1144,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1145,1145,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1146,1146,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1147,1147,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1148,1148,0,3ac4b32b,9c4a,27dc,000,00,11,0,0,0,0
1149,1149,0,3ac4b84e,9c4a,27dc,000,00,11,0,0,0,0
1150,1150,0,3ac4b84e,9c4a,27dc,000,00,11,0,0,0,0
1151,1151,0,3ac4b84e,9c4a,27dc,000,00,11,0,0,0,0
1152,1152,0,3ac4b84e,9c4a,27dc,000,00,11,0,0,0,0
1153,1153,0,3ac4b95e,9c4a,27dc,000,00,11,0,0,0,0
1154,1154,0,3ac4b95e,9c4a,27dc,000,00,11,0,0,0,0
1155,1155,0,3ac4b95e,9c4a,27dc,000,00,11,0,0,0,0
1156,1156,0,3ac4b95e,9c4a,27dc,000,00,11,0,0,0,0
1157,1157,0,3ac4bade,9c4a,27dc,000,00,11,0,0,0,0
1158,1158,0,3ac4bade,9c4a,27dc,000,00,11,0,0,0,0
1159,1159,0,3ac4bade,9c4a,27dc,000,00,11,0,0,0,0
1160,1160,0,3ac4bade,9c4a,27dc,000,00,11,0,0,0,0
1161,1161,0,3ac4badf,9c4a,27dc,000,00,11,0,0,0,0
1162,1162,0,3ac4badf,9c4a,27dc,000,00,11,0,0,0,0
1163,1163,0,3ac4badf,9c4a,27dc,000,00,11,0,0,0,0
1164,1164,0,3ac4badf,9c4a,27dc,000,00,11,0,0,0,0
1165,1165,0,3ac4bb4e,9c4a,27dc,000,00,11,0,0,0,0
1166,1166,0,3ac4bb4e,9c4a,27dc,000,00,11,0,0,0,0
1167,1167,0,3ac4bb4e,9c4a,27dc,000,00,11,0,0,0,0
1168,1168,0,3ac4bb4e,9c4a,27dc,000,00,11,0,0,0,0
1169,1169,0,3ac4cf41,9c4a,27dc,000,00,11,0,0,0,0
1170,1170,0,3ac4cf41,9c4a,27dc,000,00,11,0,0,0,0
1171,1171,0,3ac4cf41,9c4a,27dc,000,00,11,0,0,0,0
1172,1172,0,3ac4cf41,9c4a,27dc,000,00,11,0,0,0,0
1173,1173,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1174,1174,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1175,1175,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1176,1176,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1177,1177,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1178,1178,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1179,1179,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1180,1180,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1181,1181,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1182,1182,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1183,1183,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1184,1184,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1185,1185,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1186,1186,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1187,1187,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1188,1188,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1189,1189,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1190,1190,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1191,1191,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1192,1192,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1193,1193,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1194,1194,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1195,1195,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1196,1196,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1197,1197,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1198,1198,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1199,1199,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1200,1200,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1201,1201,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1202,1202,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1203,1203,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1204,1204,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1205,1205,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1206,1206,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1207,1207,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1208,1208,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1209,1209,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1210,1210,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1211,1211,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1212,1212,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1213,1213,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1214,1214,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1215,1215,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1216,1216,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1217,1217,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1218,1218,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1219,1219,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1220,1220,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1221,1221,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1222,1222,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1223,1223,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1224,1224,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1225,1225,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1226,1226,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1227,1227,0,3ac4d40d,9c4a,27dc,000,00,11,0,0,0,0
1228,1228,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1229,1229,0,3ac4d40d,9c4a,2807,000,00,11,0,0,0,0
1230,1230,0,3ac4d40d,9c4a,a020,000,00,11,0,0,0,0
1231,1231,0,3ac4d40d,9c4a,9c96,000,00,11,0,0,0,0
1232,1232,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1233,1233,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1234,1234,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1235,1235,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1236,1236,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1237,1237,0,3ac4d40d,9c4a,9487,000,00,11,0,0,0,0
1238,1238,0,3ac4d40d,9c4a,a48b,000,00,11,0,0,0,0
1239,1239,0,3ac4d40d,9c4a,26c1,000,00,11,0,0,0,0
1240,1240,0,3ac4d40d,9c4a,1d4c,000,00,11,0,0,0,0
1241,1241,0,3ac4d40d,9c4a,2435,000,00,11,0,0,0,0
1242,1242,0,3ac4d40d,9c4a,a48b,000,00,11,0,0,0,0
1243,1243,0,3ac4d40d,9c4a,a48b,000,00,11,0,0,0,0
1244,1244,0,3ac4d40d,9c4a,a48b,000,00,11,0,0,0,0
1245,1245,0,3ac4d40d,9c4a,a48b,000,00,11,0,0,0,0
1246,1246,0,3ac4d40d,9c4a,27a4,000,00,11,0,0,0,0
1247,1247,0,3ac4d40d,9c4a,2490,000,00,11,0,1,0,0
1248,1248,0,3ac4d40d,9c4a,9d73,000,00,11,0,0,0,0
1249,1249,0,3ac4d40d,9c4a,aa03,000,00,11,0,0,0,0
1250,1250,0,3ac4d40d,9c4a,27a4,000,00,11,0,0,0,0
1251,1251,0,3ac4d40d,9c4a,27a4,000,00,11,0,0,0,0
1252,1252,0,3ac4d40d,9c4a,27a4,000,00,11,0,0,0,0
1253,1253,0,3ac4d40d,9c4a,27a4,000,00,11,0,0,0,0
1254,1254,0,3ac4d40d,9c4a,a47f,000,00,11,0,0,0,0
1255,1255,0,3ac4d40d,9c4a,1f8d,000,00,11,0,0,0,0
1256,1256,0,3ac4d40d,9c4a,2775,000,00,11,0,0,0,0
1257,1257,0,3ac4d40d,9c4a,27be,000,00,11,0,1,0,0
1258,1258,0,3ac4d40d,9c4a,a47f,000,00,11,0,0,0,0
1259,1259,0,3ac4d40d,9c4a,a47f,000,00,11,0,0,0,0
1260,1260,0,3ac4d40d,9c4a,a47f,000,00,11,0,0,0,0
1261,1261,0,3ac4d40d,9c4a,a47f,000,00,11,0,0,0,0
1262,1262,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1263,1263,0,3ac4d40d,9c4a,a168,000,00,11,0,0,0,0
1264,1264,0,3ac4d40d,9c4a,a1c1,000,00,11,0,0,0,0
1265,1265,0,3ac4d40d,9c4a,a5e3,000,00,11,0,1,0,0
1266,1266,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1267,1267,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1268,1268,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1269,1269,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1270,1270,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1271,1271,0,3ac4d40d,9c4a,2668,000,00,11,0,0,0,0
1272,1272,0,3ac4d40d,9c4a,23d0,000,00,11,0,0,0,0
1273,1273,0,3ac4d40d,9c4a,a095,000,00,11,0,1,0,0
1274,1274,0,3ac4d40d,9c4a,1491,000,00,11,0,0,0,0
1275,1275,0,3ac4d40d,9c4a,a7e4,000,00,11,0,0,0,0
1276,1276,0,3ac4d40d,9c4a,23d0,000,00,11,0,0,0,0
1277,1277,0,3ac4d40d,9c4a,23d0,000,00,11,0,0,0,0
1278,1278,0,3ac4d40d,9c4a,23d0,000,00,11,0,0,0,0
1279,1279,0,3ac4d6a7,9c4a,23d0,000,00,11,0,0,0,0
1280,1280,0,3ac4d6a7,9c4a,2621,000,00,11,0,0,0,0
1281,1281,0,3ac4d6a7,9c4a,a7b4,000,00,11,0,1,0,0
1282,1282,0,3ac4d6a7,9c4a,24ac,000,00,11,0,0,0,0
1283,1283,0,3ac4d6a7,9c4a,a865,000,00,11,0,0,0,0
1284,1284,0,3ac4d6a7,9c4a,2621,000,00,11,0,0,0,0
1285,1285,0,3ac4d6a7,9c4a,2621,000,00,11,0,0,0,0
1286,1286,0,3ac4d6a7,9c4a,2621,000,00,11,0,0,0,0
1287,1287,0,3ac4d6a7,9c4a,2621,000,00,11,0,0,0,0
1288,1288,0,3ac4d6a7,9c4a,192a,000,00,11,0,0,0,0
1289,1289,0,3ac4de26,9c4a,2b8d,000,00,11,0,0,0,0
1290,1290,0,3ac4de26,9c4a,a021,000,00,11,0,0,0,0
1291,1291,0,3ac4de26,9c4a,a825,000,00,11,0,1,0,0
1292,1292,0,3ac4de26,9c4a,192a,000,00,11,0,0,0,0
1293,1293,0,3ac4de26,9c4a,192a,000,00,11,0,0,0,0
1294,1294,0,3ac4de26,9c4a,192a,000,00,11,0,0,0,0
1295,1295,0,3ac4de26,9c4a,192a,000,00,11,0,0,0,0
1296,1296,0,3ac4de26,9c4a,2504,000,00,11,0,0,0,0
1297,1297,0,3ac4e27a,9c4a,a0e9,000,00,11,0,0,0,0
1298,1298,0,3ac4e27a,9c4a,1c80,000,00,11,0,0,0,0
1299,1299,0,3ac4e27a,9c4a,22dc,000,00,11,0,1,0,0
1300,1300,0,3ac4e27a,9c4a,2504,000,00,11,0,0,0,0
1301,1301,0,3ac4e27a,9c4a,2504,000,00,11,0,0,0,0
1302,1302,0,3ac4e27a,9c4a,2504,000,00,11,0,0,0,0
1303,1303,0,3ac4e27a,9c4a,2504,000,00,11,0,0,0,0
1304,1304,0,3ac4e27a,9c4a,2504,000,00,11,0,0,0,0
1305,1305,0,3ac4e322,9c4a,2504,000,00,11,0,0,0,0
1306,1306,0,3ac4e322,9c4a,958c,000,00,11,0,0,0,0
1307,1307,0,3ac4e322,9c4a,2930,000,00,11,0,1,0,0
1308,1308,0,3ac4e322,9c4a,1e30,000,00,11,0,0,0,0
1309,1309,0,3ac4e322,9c4a,1f60,000,00,11,0,0,0,0
1310,1310,0,3ac4e322,9c4a,958c,000,00,11,0,0,0,0
1311,1311,0,3ac4e322,9c4a,958c,000,00,11,0,0,0,0
1312,1312,0,3ac4e322,9c4a,958c,000,00,11,0,0,0,0
1313,1313,0,3ac4ea8d,9c4a,958c,000,00,11,0,0,0,0
1314,1314,0,3ac4ea8d,9c4a,295e,000,00,11,0,0,0,0
1315,1315,0,3ac4ea8d,9c4a,25ee,000,00,11,0,1,0,0
1316,1316,0,3ac4ea8d,9c4a,9cc7,000,00,11,0,0,0,0
1317,1317,0,3ac4ea8d,9c4a,a8bd,000,00,11,0,0,0,0
1318,1318,0,3ac4ea8d,9c4a,295e,000,00,11,0,0,0,0
1319,1319,0,3ac4ea8d,9c4a,295e,000,00,11,0,0,0,0
1320,1320,0,3ac4ea8d,9c4a,295e,000,00,11,0,0,0,0
1321,1321,0,3ac4ea8d,9c4a,295e,000,00,11,0,0,0,0
1322,1322,0,3ac4ea8d,9c4a,295e,000,00,11,0,0,0,0
1323,1323,0,3ac4f324,9c4a,a21b,000,00,11,0,0,0,0
1324,1324,0,3ac4f324,9c4a,a88a,000,00,11,0,0,0,0
1325,1325,0,3ac4f324,9c4a,205c,000,00,11,0,1,0,0
1326,1326,0,3ac4f324,9c4a,2a2e,000,00,11,0,0,0,0
1327,1327,0,3ac4f324,9c4a,a21b,000,00,11,0,0,0,0
1328,1328,0,3ac4f324,9c4a,a21b,000,00,11,0,0,0,0
1329,1329,0,3ac4f324,9c4a,a21b,000,00,11,0,0,0,0
1330,1330,0,3ac4f324,9c4a,a21b,000,00,11,0,0,0,0
1331,1331,0,3ac4f49c,9c4a,24a6,000,00,11,0,0,0,0
1332,1332,0,3ac4f49c,9c4a,a9a1,000,00,11,0,0,0,0
1333,1333,0,3ac4f49c,9c4a,1e9d,000,00,11,0,1,0,0
1334,1334,0,3ac4f49c,9c4a,28f6,000,00,11,0,0,0,0
1335,1335,0,3ac4f49c,9c4a,24a6,000,00,11,0,0,0,0
1336,1336,0,3ac4f49c,9c4a,24a6,000,00,11,0,0,0,0
1337,1337,0,3ac4f49c,9c4a,24a6,000,00,11,0,0,0,0
1338,1338,0,3ac4f49c,9c4a,24a6,000,00,11,0,0,0,0
1339,1339,0,3ac50211,9c4a,24a6,000,00,11,0,0,0,0
1340,1340,0,3ac50211,9c4a,a881,000,00,11,0,0,0,0
1341,1341,0,3ac50211,9c4a,21c3,000,00,11,0,0,0,0
1342,1342,0,3ac50211,9c4a,23c4,000,00,11,0,1,0,0
1343,1343,0,3ac50211,9c4a,a9b0,000,00,11,0,0,0,0
1344,1344,0,3ac50211,9c4a,a881,000,00,11,0,0,0,0
1345,1345,0,3ac50211,9c4a,a881,000,00,11,0,0,0,0
1346,1346,0,3ac50211,9c4a,a881,000,00,11,0,0,0,0
1347,1347,0,3ac50676,9c4a,a881,000,00,11,0,0,0,0
1348,1348,0,3ac50676,9c4a,1ee6,000,00,11,0,0,0,0
1349,1349,0,3ac50676,9c4a,2085,000,00,11,0,0,0,0
1350,1350,0,3ac50676,9c4a,218e,000,00,11,0,1,0,0
1351,1351,0,3ac50676,9c4a,a662,000,00,11,0,0,0,0
1352,1352,0,3ac50676,9c4a,1ee6,000,00,11,0,0,0,0
1353,1353,0,3ac50676,9c4a,1ee6,000,00,11,0,0,0,0
1354,1354,0,3ac50676,9c4a,1ee6,000,00,11,0,0,0,0
1355,1355,0,3ac50676,9c4a,1ee6,000,00,11,0,0,0,0
1356,1356,0,3ac50676,9c4a,1ec3,000,00,11,0,0,0,0
1357,1357,0,3ac5070e,9c4a,2920,000,00,11,0,0,0,0
1358,1358,0,3ac5070e,9c4a,0000,000,00,11,0,0,0,0
1359,1359,0,3ac5070e,9c4a,ae03,000,00,11,0,1,0,0
1360,1360,0,3ac5070e,9c4a,1ec3,000,00,11,0,0,0,0
1361,1361,0,3ac5070e,9c4a,1ec3,000,00,11,0,0,0,0
1362,1362,0,3ac5070e,9c4a,1ec3,000,00,11,0,0,0,0
1363,1363,0,3ac5070e,9c4a,1ec3,000,00,11,0,0,0,0
1364,1364,0,3ac5070e,9c4a,a3ad,000,00,11,0,0,0,0
1365,1365,0,3ac50765,9c4a,2e1e,000,00,11,0,0,0,0
1366,1366,0,3ac50765,9c4a,2af5,000,00,11,0,0,0,0
1367,1367,0,3ac50765,9c4a,9c9b,000,00,11,0,1,0,0
1368,1368,0,3ac50765,9c4a,a3ad,000,00,11,0,0,0,0
1369,1369,0,3ac50765,9c4a,a3ad,000,00,11,0,0,0,0
1370,1370,0,3ac50765,9c4a,a3ad,000,00,11,0,0,0,0
1371,1371,0,3ac50765,9c4a,a3ad,000,00,11,0,0,0,0
1372,1372,0,3ac50765,9c4a,a3ad,000,00,11,0,0,0,0
1373,1373,0,3ac50765,9c4a,2672,000,00,11,0,0,0,0
1374,1374,0,3ac50948,9c4a,a285,000,00,11,0,0,0,0
1375,1375,0,3ac50948,9c4a,29bb,000,00,11,0,1,0,0
1376,1376,0,3ac50948,9c4a,a275,000,00,11,0,0,0,0
1377,1377,0,3ac50948,9c4a,2672,000,00,11,0,0,0,0
1378,1378,0,3ac50948,9c4a,2672,000,00,11,0,0,0,0
1379,1379,0,3ac50948,9c4a,2672,000,00,11,0,0,0,0
1380,1380,0,3ac50948,9c4a,2672,000,00,11,0,0,0,0
1381,1381,0,3ac50948,9c4a,a3f6,000,00,11,0,0,0,0
1382,1382,0,3ac50a3f,9c4a,99d0,000,00,11,0,0,0,0
1383,1383,0,3ac50a3f,9c4a,2b9b,000,00,11,0,1,0,0
1384,1384,0,3ac50a3f,9c4a,2692,000,00,11,0,0,0,0
