Sample in Buffer,Sample in Window,TRIGGER,top_i/DataPath_xN_0/U0/coreArea_3_core/axi/int_bus_payload_tuser[5:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/rsqrtIn_payload[31:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_toBeNorm_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_normOut_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_3_core/stateGen_4/status_layerCnt[4:0],top_i/DataPath_xN_0/U0/coreArea_3_core/stateGen_4/status_token[9:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_normOut_valid,top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_toBeNorm_valid,top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/isAttnLn,top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/rsqrtIn_valid
61,61,0,05,3d69b135,ac7a,aa48,01,000,0,1,1,0
62,62,0,05,3d69b135,3e3d,aa48,01,000,0,1,1,0
63,63,0,05,3d69b135,af99,aa48,01,000,0,1,1,0
64,64,0,05,3d69b135,300d,aa48,01,000,0,1,1,0
65,65,0,05,3d69b1aa,2958,aa48,01,000,0,1,1,0
66,66,0,05,3d6dc9ce,414f,aa48,01,000,0,1,1,0
67,67,0,05,3d6dcaa8,2e2a,aa48,01,000,0,1,1,0
68,68,0,05,3d6dd558,356c,aa48,01,000,0,1,1,0
69,69,0,05,3d6dd55c,a6a9,aa48,01,000,0,1,1,0
70,70,0,05,3d6e8b66,3fa3,aa48,01,000,0,1,1,0
71,71,0,05,3d6e8c03,2c47,aa48,01,000,0,1,1,0
72,72,0,05,3d6e8c8f,36f1,aa48,01,000,0,1,1,0
73,73,0,05,3d6e8cc0,2c7b,aa48,01,000,0,1,1,0
74,74,0,05,3d70ba27,3ee1,aa48,01,000,0,1,1,0
75,75,0,05,3d70baa2,2b97,aa48,01,000,0,1,1,0
76,76,0,05,3d70ce38,32e7,aa48,01,000,0,1,1,0
77,77,0,05,3d70cec9,25d7,aa48,01,000,0,1,1,0
78,78,0,05,3d76fad9,3f6a,aa48,01,000,0,1,1,0
79,79,0,05,3d76fb93,2f3b,aa48,01,000,0,1,1,0
80,80,0,05,3d770507,3309,aa48,01,000,0,1,1,0
81,81,0,05,3d770598,a83c,aa48,01,000,0,1,1,0
82,82,0,05,3d7a56c5,3fc6,aa48,01,000,0,1,1,0
83,83,0,05,3d7a5771,288e,aa48,01,000,0,1,1,0
84,84,0,05,3d7a64f8,30b2,aa48,01,000,0,1,1,0
85,85,0,05,3d7a6707,2499,aa48,01,000,0,1,1,0
86,86,0,05,3d7e0760,3daf,aa48,01,000,0,1,1,0
87,87,0,05,3d7e0907,2ef7,aa48,01,000,0,1,1,0
88,88,0,05,3d7e1125,301f,aa48,01,000,0,1,1,0
89,89,0,05,3d7e11db,a533,aa48,01,000,0,1,1,0
90,90,0,05,3d812d8f,3f96,aa48,01,000,0,1,1,0
91,91,0,05,3d812ebf,28a7,aa48,01,000,0,1,1,0
92,92,0,05,3d8132cf,b057,aa48,01,000,0,1,1,0
93,93,0,05,3d813370,2da7,aa48,01,000,0,1,1,0
94,94,0,05,3d826ac4,40e0,aa48,01,000,0,1,1,0
95,95,0,05,3d826c92,a8ce,aa48,01,000,0,1,1,0
96,96,0,05,3d826e9f,3263,aa48,01,000,0,1,1,0
97,97,0,05,3d826ed8,ae19,aa48,01,000,0,1,1,0
98,98,0,05,3d85f4a4,3ffd,aa48,01,000,0,1,1,0
99,99,0,05,3d85f5d4,ac15,aa48,01,000,0,1,1,0
100,100,0,05,3d860487,31c0,aa48,01,000,0,1,1,0
101,101,0,05,3d86049d,2b28,aa48,01,000,0,1,1,0
102,102,0,05,3d87d72b,3dfd,aa48,01,000,0,1,1,0
103,103,0,05,3d87d7be,aacd,aa48,01,000,0,1,1,0
104,104,0,05,3d87efd5,330b,aa48,01,000,0,1,1,0
105,105,0,05,3d87f076,ae29,aa48,01,000,0,1,1,0
106,106,0,05,3d896b04,3fa7,aa48,01,000,0,1,1,0
107,107,0,05,3d896b77,9d5a,aa48,01,000,0,1,1,0
108,108,0,05,3d89716c,3145,aa48,01,000,0,1,1,0
109,109,0,05,3d89717d,a500,aa48,01,000,0,1,1,0
110,110,0,05,3d8b293c,3f5b,aa48,01,000,0,1,1,0
111,111,0,05,3d8b2ade,a66a,aa48,01,000,0,1,1,0
112,112,0,05,3d8b310e,3081,aa48,01,000,0,1,1,0
113,113,0,05,3d8b3132,a915,aa48,01,000,0,1,1,0
114,114,0,05,3d8d149b,3fed,aa48,01,000,0,1,1,0
115,115,0,05,3d8d14c4,a6f1,aa48,01,000,0,1,1,0
116,116,0,05,3d8d1786,3550,aa48,01,000,0,1,1,0
117,117,0,05,3d8d1790,ac2e,aa48,01,000,0,1,1,0
118,118,0,05,3d8e19fd,4005,aa48,01,000,0,1,1,0
119,119,0,05,3d8e1b81,a09a,aa48,01,000,0,1,1,0
120,120,0,05,3d8e1da1,3052,aa48,01,000,0,1,1,0
121,121,0,05,3d8e1dae,a56a,aa48,01,000,0,1,1,0
122,122,0,05,3d8fea0d,3574,aa48,01,000,0,1,1,0
123,123,0,05,3d8fea39,a886,aa48,01,000,0,1,1,0
124,124,0,05,3d8fec93,2a17,aa48,01,000,0,1,1,0
125,125,0,05,3d8fed93,a8ee,aa48,01,000,0,1,1,0
126,126,0,05,3d92e613,3f59,aa48,01,000,0,1,1,0
127,127,0,05,3d92e641,29bc,aa48,01,000,0,1,1,0
128,128,0,05,3d92eb5a,22f4,aa48,01,000,0,1,1,0
129,129,0,05,3d92ec84,317f,aa48,01,000,0,1,1,0
130,130,0,05,3d94eb04,3f85,aa48,01,000,0,1,1,0
131,131,0,05,3d94eb8a,abab,aa48,01,000,0,1,1,0
132,132,0,05,3d94efac,340c,aa48,01,000,0,1,1,0
133,133,0,05,3d94f012,2d16,aa48,01,000,0,1,1,0
134,134,0,05,3d960ef2,4027,aa48,01,000,0,1,1,0
135,135,0,05,3d960f4f,ae5f,aa48,01,000,0,1,1,0
136,136,0,05,3d961582,3388,aa48,01,000,0,1,1,0
137,137,0,05,3d9616b2,a3a6,aa48,01,000,0,1,1,0
138,138,0,05,3d97eb29,3f17,aa48,01,000,0,1,1,0
139,139,0,05,3d97eb2a,21cc,aa48,01,000,0,1,1,0
140,140,0,05,3d97eea3,343c,aa48,01,000,0,1,1,0
141,141,0,05,3d97eeaf,2764,aa48,01,000,0,1,1,0
142,142,0,05,3d999f82,402c,aa48,01,000,0,1,1,0
143,143,0,05,3d999f96,28f6,aa48,01,000,0,1,1,0
144,144,0,05,3d99a220,282d,aa48,01,000,0,1,1,0
145,145,0,05,3d99a253,af80,aa48,01,000,0,1,1,0
146,146,0,05,3d9b98df,40c6,aa48,01,000,0,1,1,0
147,147,0,05,3d9b98f7,ac42,aa48,01,000,0,1,1,0
148,148,0,05,3d9ba713,345a,aa48,01,000,0,1,1,0
149,149,0,05,3d9ba79f,aa66,aa48,01,000,0,1,1,0
150,150,0,05,3d9daca2,4018,aa48,01,000,0,1,1,0
151,151,0,05,3d9daca5,ae59,aa48,01,000,0,1,1,0
152,152,0,05,3d9daefa,2e63,aa48,01,000,0,1,1,0
153,153,0,05,3d9daf09,2d2e,aa48,01,000,0,1,1,0
154,154,0,05,3d9dbde7,3fe0,aa48,01,000,0,1,1,0
155,155,0,05,3d9dbe10,2ce7,aa48,01,000,0,1,1,0
156,156,0,05,3d9dbe5a,30d0,aa48,01,000,0,1,1,0
157,157,0,05,3d9dbe8b,30da,aa48,01,000,0,1,1,0
158,158,0,05,3d9f6e72,402e,aa48,01,000,0,1,1,0
159,159,0,05,3d9f6eb4,2eb6,aa48,01,000,0,1,1,0
160,160,0,05,3d9f6eba,2cbd,aa48,01,000,0,1,1,0
161,161,0,05,3d9f7281,b113,aa48,01,000,0,1,1,0
162,162,0,05,3da136d9,402e,aa48,01,000,0,0,1,0
163,163,0,05,3da1374f,402e,aa48,01,000,0,0,1,0
164,164,0,05,3da13f7f,402e,aa48,01,000,0,0,1,0
165,165,0,05,3da1404e,402e,aa48,01,000,0,0,1,0
166,166,0,05,3da3680c,402e,aa48,01,000,0,0,1,0
167,167,0,05,3da36951,402e,aa48,01,000,0,0,1,0
168,168,0,05,3da37068,402e,aa48,01,000,0,0,1,0
169,169,0,05,3da3706f,402e,aa48,01,000,0,0,1,0
170,170,0,05,3da50290,402e,aa48,01,000,0,0,1,0
171,171,0,05,3da50294,402e,aa48,01,000,0,0,1,0
172,172,0,05,3da50b8b,402e,aa48,01,000,0,0,1,0
173,173,0,05,3da50ba6,402e,aa48,01,000,0,0,1,0
174,174,0,05,3da73898,402e,aa48,01,000,0,0,1,0
175,175,0,05,3da738ca,402e,aa48,01,000,0,0,1,0
176,176,0,05,3da738ed,402e,aa48,01,000,0,0,1,0
177,177,0,05,3da73aaf,402e,aa48,01,000,0,0,1,0
178,178,0,05,3daa13d3,402e,aa48,01,000,0,0,1,0
179,179,0,05,3daa1464,402e,aa48,01,000,0,0,1,0
180,180,0,05,3daa1ddc,3e44,aa48,01,000,0,1,1,0
181,181,0,05,3daa1e2e,b17f,aa48,01,000,0,1,1,0
182,182,0,05,3dac3676,aa4f,aa48,01,000,0,1,1,0
183,183,0,05,3dac37b8,ad71,aa48,01,000,0,1,1,0
184,184,0,05,3dac38fe,3cca,aa48,01,000,0,1,1,0
185,185,0,05,3dac39d5,ad96,aa48,01,000,0,1,1,0
186,186,0,05,3dae29f5,24f3,aa48,01,000,0,1,1,0
187,187,0,05,3dae2ab5,b09d,aa48,01,000,0,1,1,0
188,188,0,05,3dae2d9a,3e95,aa48,01,000,0,1,1,0
189,189,0,05,3dae308c,af38,aa48,01,000,0,1,1,0
190,190,0,05,3db05f94,20d8,aa48,01,000,0,1,1,0
191,191,0,05,3db060fc,ab78,aa48,01,000,0,1,1,0
192,192,0,05,3db061b0,3c5d,aa48,01,000,0,1,1,0
193,193,0,05,3db064e8,b052,aa48,01,000,0,1,1,0
194,194,0,05,3db064e8,a528,aa48,01,000,0,1,1,0
195,195,0,05,3db064e8,ae0d,aa48,01,000,0,1,1,0
196,196,0,05,3db064e8,3e44,aa48,01,000,0,1,1,0
197,197,0,05,3db064e8,ae72,aa48,01,000,0,1,1,0
198,198,0,05,3db064e8,2c91,aa48,01,000,0,1,1,0
199,199,0,05,3db064e8,b1c4,aa48,01,000,0,1,1,0
200,200,0,05,3db064e8,3da7,aa48,01,000,0,1,1,0
201,201,0,05,3db064e8,af76,aa48,01,000,0,1,1,0
202,202,0,05,3db064e8,ae4a,aa48,01,000,0,1,1,0
203,203,0,05,3db064e8,aeb9,aa48,01,000,0,1,1,0
204,204,0,05,3db064e8,3d40,aa48,01,000,0,1,1,0
205,205,0,05,3db064e8,b0f4,aa48,01,000,0,1,1,0
206,206,0,05,3db064e8,3074,aa48,01,000,0,1,1,0
207,207,0,05,3db064e8,b280,aa48,01,000,0,1,1,0
208,208,0,05,3db064e8,3e57,aa48,01,000,0,1,1,0
209,209,0,05,3db064e8,ab46,aa48,01,000,0,1,1,0
210,210,0,05,3db064e8,2106,aa48,01,000,0,1,1,0
211,211,0,05,3db064e8,af0e,aa48,01,000,0,1,1,0
212,212,0,05,3db19ef8,3ddf,aa48,01,000,0,1,1,0
213,213,0,05,3db1a2bf,aa62,aa48,01,000,0,1,1,0
214,214,0,05,3db1a30f,ab46,aa48,01,000,0,1,1,0
215,215,0,05,3db1a3fc,af6e,aa48,01,000,0,1,1,0
216,216,0,05,3db25b77,36fd,aa48,01,000,0,1,1,0
217,217,0,05,3db25c70,ae64,aa48,01,000,0,1,1,0
218,218,0,05,3db25c7d,2dc7,aa48,01,000,0,1,1,0
219,219,0,05,3db25f26,9f92,aa48,01,000,0,1,1,0
220,220,0,05,3db3b9bb,3ecb,aa48,01,000,0,1,1,0
221,221,0,05,3db3bb5c,aca4,aa48,01,000,0,1,1,0
222,222,0,05,3db3bb5f,a4ff,aa48,01,000,0,1,1,0
223,223,0,05,3db3bbcf,a8bc,aa48,01,000,0,1,1,0
224,224,0,05,3db4541d,3dd8,aa48,01,000,0,1,1,0
225,225,0,05,3db45672,aae9,aa48,01,000,0,1,1,0
226,226,0,05,3db45680,ad10,aa48,01,000,0,1,1,0
227,227,0,05,3db457a4,ae99,aa48,01,000,0,1,1,0
228,228,0,05,3db591b5,3e2f,aa48,01,000,0,1,1,0
229,229,0,05,3db59301,a72c,aa48,01,000,0,1,1,0
230,230,0,05,3db593a8,2456,aa48,01,000,0,1,1,0
231,231,0,05,3db597d0,b2ae,aa48,01,000,0,1,1,0
232,232,0,05,3db69767,3e61,aa48,01,000,0,1,1,0
233,233,0,05,3db69925,ad80,aa48,01,000,0,1,1,0
234,234,0,05,3db69a61,2908,aa48,01,000,0,1,1,0
235,235,0,05,3db69bcb,a74c,aa48,01,000,0,1,1,0
236,236,0,05,3db7784b,3e63,aa48,01,000,0,1,1,0
237,237,0,05,3db77b5c,b02c,aa48,01,000,0,1,1,0
238,238,0,05,3db77dd6,acc5,aa48,01,000,0,1,1,0
239,239,0,05,3db7831e,b265,aa48,01,000,0,1,1,0
240,240,0,05,3db8c4ab,3db6,aa48,01,000,0,1,1,0
241,241,0,05,3db8c515,ab45,aa48,01,000,0,1,1,0
242,242,0,05,3db8c518,26ad,aa48,01,000,0,1,1,0
243,243,0,05,3db8c6a6,a9e8,aa48,01,000,0,1,1,0
244,244,0,05,3db9da68,3ee3,aa48,01,000,0,1,1,0
245,245,0,05,3db9daba,af72,aa48,01,000,0,1,1,0
246,246,0,05,3db9db23,2487,aa48,01,000,0,1,1,0
247,247,0,05,3db9dcdd,b2a2,aa48,01,000,0,1,1,0
248,248,0,05,3db9f548,3e08,aa48,01,000,0,1,1,0
249,249,0,05,3db9f68f,b0c9,aa48,01,000,0,1,1,0
250,250,0,05,3db9f79a,acc6,aa48,01,000,0,1,1,0
251,251,0,05,3db9f79b,b241,aa48,01,000,0,1,1,0
252,252,0,05,3dbb68c3,3f31,aa48,01,000,0,1,1,0
253,253,0,05,3dbb6970,b044,aa48,01,000,0,1,1,0
254,254,0,05,3dbb697c,9d85,aa48,01,000,0,1,1,0
255,255,0,05,3dbb69a9,aa16,aa48,01,000,0,1,1,0
256,256,0,05,3dbc7adb,3c90,aa48,01,000,0,1,1,0
257,257,0,05,3dbc7b3a,acbd,aa48,01,000,0,1,1,0
258,258,0,05,3dbc7c07,ac0b,aa48,01,000,0,1,1,0
259,259,0,05,3dbc7d64,af56,aa48,01,000,0,1,1,0
260,260,0,05,3dbdaf49,3eb5,aa48,01,000,0,1,1,0
261,261,0,05,3dbdaf62,ae7b,aa48,01,000,0,1,1,0
262,262,0,05,3dbdaf6c,29d3,aa48,01,000,0,1,1,0
263,263,0,05,3dbdb500,b04f,aa48,01,000,0,1,1,0
264,264,0,05,3dbefa86,3c77,aa48,01,000,0,1,1,0
265,265,0,05,3dbefb78,aa60,aa48,01,000,0,1,1,0
266,266,0,05,3dbefbaa,a795,aa48,01,000,0,1,1,0
267,267,0,05,3dbefbc5,af5e,aa48,01,000,0,1,1,0
268,268,0,05,3dc04217,3cad,aa48,01,000,0,1,1,0
269,269,0,05,3dc04444,9982,aa48,01,000,0,1,1,0
270,270,0,05,3dc044fa,ae9b,aa48,01,000,0,1,1,0
271,271,0,05,3dc04a17,ad6c,aa48,01,000,0,1,1,0
272,272,0,05,3dc14f02,3da7,aa48,01,000,0,1,1,0
273,273,0,05,3dc14f6b,aee2,aa48,01,000,0,1,1,0
274,274,0,05,3dc14f82,a8cd,aa48,01,000,0,1,1,0
275,275,0,05,3dc14fc7,accc,aa48,01,000,0,1,1,0
276,276,0,05,3dc2cb32,3f5e,aa48,01,000,0,1,1,0
277,277,0,05,3dc2cced,b13e,aa48,01,000,0,1,1,0
278,278,0,05,3dc2ccf7,2a83,aa48,01,000,0,1,1,0
279,279,0,05,3dc2d277,aa9e,aa48,01,000,0,1,1,0
280,280,0,05,3dc3f579,422e,aa48,01,000,0,1,1,0
281,281,0,05,3dc3f856,9443,aa48,01,000,0,1,1,0
282,282,0,05,3dc3f90c,af4f,aa48,01,000,0,1,1,0
283,283,0,05,3dc3fdf0,b0f4,aa48,01,000,0,1,1,0
284,284,0,05,3dc59bab,3d7b,aa48,01,000,0,1,1,0
285,285,0,05,3dc59df1,b230,aa48,01,000,0,1,1,0
286,286,0,05,3dc59df2,a56c,aa48,01,000,0,1,1,0
287,287,0,05,3dc59e3c,b357,aa48,01,000,0,1,1,0
288,288,0,05,3dc644c4,3dcc,aa48,01,000,0,1,1,0
289,289,0,05,3dc64578,ae7c,aa48,01,000,0,1,1,0
290,290,0,05,3dc645fa,2f9f,aa48,01,000,0,1,1,0
291,291,0,05,3dc647a9,b2a7,aa48,01,000,0,1,1,0
292,292,0,05,3dc7af89,3d6d,aa48,01,000,0,1,1,0
293,293,0,05,3dc7b0d9,ad95,aa48,01,000,0,1,1,0
294,294,0,05,3dc7b11d,2836,aa48,01,000,0,1,1,0
295,295,0,05,3dc7b36f,aff0,aa48,01,000,0,1,1,0
296,296,0,05,3dc852e9,3e00,aa48,01,000,0,1,1,0
297,297,0,05,3dc8533a,b061,aa48,01,000,0,1,1,0
298,298,0,05,3dc85357,2b64,aa48,01,000,0,1,1,0
299,299,0,05,3dc85509,ae2b,aa48,01,000,0,1,1,0
300,300,0,05,3dc903f1,3de2,aa48,01,000,0,1,1,0
301,301,0,05,3dc903f1,ad79,aa48,01,000,0,1,1,0
302,302,0,05,3dc9054e,ac1e,aa48,01,000,0,1,1,0
303,303,0,05,3dc90639,b00a,aa48,01,000,0,1,1,0
304,304,0,05,3dca05d1,3df2,aa48,01,000,0,1,1,0
305,305,0,05,3dca074c,a808,aa48,01,000,0,1,1,0
306,306,0,05,3dca077a,a803,aa48,01,000,0,1,1,0
307,307,0,05,3dca0832,1791,aa48,01,000,0,1,1,0
308,308,0,05,3dcbba66,322f,aa48,01,000,0,1,1,0
309,309,0,05,3dcbbdd5,a808,aa48,01,000,0,0,1,0
310,310,0,05,3dcbbe2a,a808,aa48,01,000,0,0,1,0
311,311,0,05,3dcbbe82,a808,aa48,01,000,0,0,1,0
312,312,0,05,3dd0848a,a808,aa48,01,000,0,0,1,0
313,313,0,05,3dd0848a,a808,aa48,01,000,0,0,1,0
314,314,0,05,3dd08636,a808,aa48,01,000,0,0,1,0
315,315,0,05,3dd08947,a808,aa48,01,000,0,0,1,0
316,316,0,05,3dd1798f,a808,aa48,01,000,0,0,1,0
317,317,0,05,3dd17e59,a808,aa48,01,000,0,0,1,0
318,318,0,05,3dd17e67,a808,aa48,01,000,0,0,1,0
319,319,0,05,3dd18523,a808,aa48,01,000,0,0,1,0
320,320,0,05,3dd291f8,a808,aa48,01,000,0,0,1,0
321,321,0,05,3dd29348,a808,aa48,01,000,0,0,1,0
322,322,0,05,3dd29519,a808,aa48,01,000,0,0,1,0
323,323,0,05,3dd29aa1,a808,aa48,01,000,0,0,1,0
324,324,0,05,3dd38624,a808,aa48,01,000,0,0,1,0
325,325,0,05,3dd3871d,a808,aa48,01,000,0,0,1,0
326,326,0,05,3dd38741,a808,aa48,01,000,0,0,1,0
327,327,0,05,3dd38939,2cc7,aa48,01,000,0,1,1,0
328,328,0,05,3dd4a939,aa05,aa48,01,000,0,1,1,0
329,329,0,05,3dd4ab9e,2b46,aa48,01,000,0,1,1,0
330,330,0,05,3dd4ac0c,2bf8,aa48,01,000,0,1,1,0
331,331,0,05,3dd4ad3c,2715,aa48,01,000,0,1,1,0
332,332,0,05,3dd5c218,a9f2,aa48,01,000,0,1,1,0
333,333,0,05,3dd5c308,32e8,aa48,01,000,0,1,1,0
334,334,0,05,3dd5c38f,2e6b,aa48,01,000,0,1,1,0
335,335,0,05,3dd5c599,271a,aa48,01,000,0,1,1,0
336,336,0,05,3dd6e060,ac73,aa48,01,000,0,1,1,0
337,337,0,05,3dd6e080,22e7,aa48,01,000,0,1,1,0
338,338,0,05,3dd6e0a0,b463,aa48,01,000,0,1,1,0
339,339,0,05,3dd6e0a0,aa55,aa48,01,000,0,1,1,0
340,340,0,05,3dd6e568,aac0,aa48,01,000,0,1,1,0
341,341,0,05,3dd6e568,aade,aa48,01,000,0,1,1,0
342,342,0,05,3dd6e568,281e,aa48,01,000,0,1,1,0
343,343,0,05,3dd6e568,a982,aa48,01,000,0,1,1,0
344,344,0,05,3dd6e568,9ef1,aa48,01,000,0,1,1,0
345,345,0,05,3dd6e568,9f6f,aa48,01,000,0,1,1,0
346,346,0,05,3dd6e568,2cf0,aa48,01,000,0,1,1,0
347,347,0,05,3dd6e568,293b,aa48,01,000,0,1,1,0
348,348,0,05,3dd6e568,ac6a,aa48,01,000,0,1,1,0
349,349,0,05,3dd6e568,a47a,aa48,01,000,0,1,1,0
350,350,0,05,3dd6e568,2da7,aa48,01,000,0,1,1,0
351,351,0,05,3dd6e568,317e,aa48,01,000,0,1,1,0
352,352,0,05,3dd6e568,a26f,aa48,01,000,0,1,1,0
353,353,0,05,3dd6e568,2e8b,aa48,01,000,0,1,1,0
354,354,0,05,3dd6e568,b3d0,aa48,01,000,0,1,1,0
355,355,0,05,3dd6e568,2c12,aa48,01,000,0,1,1,0
356,356,0,05,3dd6e568,298f,aa48,01,000,0,1,1,0
357,357,0,05,3dd6e568,aa00,aa48,01,000,0,1,1,0
358,358,0,05,3dd6e568,a973,aa48,01,000,0,1,1,0
359,359,0,05,3dd6e61f,2373,aa48,01,000,0,1,1,0
360,360,0,05,3dd6e667,ab83,aa48,01,000,0,1,1,0
361,361,0,05,3dd6e6d1,2aef,aa48,01,000,0,1,1,0
362,362,0,05,3dd6e750,2932,aa48,01,000,0,1,1,0
363,363,0,05,3dd6e769,2931,aa48,01,000,0,1,1,0
364,364,0,05,3dd6e7b0,a58c,aa48,01,000,0,1,1,0
365,365,0,05,3dd6eda6,287d,aa48,01,000,0,1,1,0
366,366,0,05,3dd6eeef,2b36,aa48,01,000,0,1,1,0
367,367,0,05,3dd6ef09,aba4,aa48,01,000,0,1,1,0
368,368,0,05,3dd6efa7,b0b9,aa48,01,000,0,1,1,0
369,369,0,05,3dd6efad,2ff9,aa48,01,000,0,1,1,0
370,370,0,05,3dd6f94c,2ac1,aa48,01,000,0,1,1,0
371,371,0,05,3dd6f99c,226b,aa48,01,000,0,1,1,0
372,372,0,05,3dd6f9f7,a7c5,aa48,01,000,0,1,1,0
