Sample in Buffer,Sample in Window,TRIGGER,top_i/DataPath_xN_0/U0/coreArea_3_core/axi/int_bus_payload_tuser[5:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/rsqrtIn_payload[31:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_toBeNorm_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_normOut_payload[15:0],top_i/DataPath_xN_0/U0/coreArea_3_core/stateGen_4/status_layerCnt[4:0],top_i/DataPath_xN_0/U0/coreArea_3_core/stateGen_4/status_token[9:0],top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_normOut_valid,top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/io_toBeNorm_valid,top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/isAttnLn,top_i/DataPath_xN_0/U0/coreArea_3_core/ln/rmsNorm/rsqrtIn_valid
1035,1035,0,05,3ddc9e81,3800,aa48,01,000,0,1,1,0
1036,1036,0,05,3ddca487,abd4,aa48,01,000,0,1,1,0
1037,1037,0,05,3ddcb0f3,2e0e,aa48,01,000,0,1,1,0
1038,1038,0,05,3ddcba19,2df4,aa48,01,000,0,1,1,0
1039,1039,0,05,3ddcba21,371a,aa48,01,000,0,1,1,0
1040,1040,0,05,3ddcc2d9,2f7c,aa48,01,000,0,1,1,0
1041,1041,0,05,3ddccf45,b207,aa48,01,000,0,1,1,0
1042,1042,0,05,3ddcd36f,25f9,aa48,01,000,0,1,1,0
1043,1043,0,05,3ddcd39a,36e4,aa48,01,000,0,1,1,0
1044,1044,0,05,3ddcd8c0,ac19,aa48,01,000,0,1,1,0
1045,1045,0,05,3ddcea5b,b38b,aa48,01,000,0,1,1,0
1046,1046,0,05,3ddcfb1d,2f8e,aa48,01,000,0,1,1,0
1047,1047,0,05,3ddcfb2a,3916,aa48,01,000,0,1,1,0
1048,1048,0,05,3ddcfd5c,2f1e,aa48,01,000,0,1,1,0
1049,1049,0,05,3ddd0b8e,b0b1,aa48,01,000,0,1,1,0
1050,1050,0,05,3ddd1052,a809,aa48,01,000,0,1,1,0
1051,1051,0,05,3ddd1318,377a,aa48,01,000,0,1,1,0
1052,1052,0,05,3ddd184d,ac36,aa48,01,000,0,1,1,0
1053,1053,0,05,3ddd2914,a82f,aa48,01,000,0,1,1,0
1054,1054,0,05,3ddd2fb8,2f4b,aa48,01,000,0,1,1,0
1055,1055,0,05,3ddd4fa0,36fd,aa48,01,000,0,1,1,0
1056,1056,0,05,3ddd5023,aae6,aa48,01,000,0,1,1,0
1057,1057,0,05,3ddd517d,a908,aa48,01,000,0,1,1,0
1058,1058,0,05,3ddd5198,2ac2,aa48,01,000,0,1,1,0
1059,1059,0,05,3ddda3ad,36a0,aa48,01,000,0,1,1,0
1060,1060,0,05,3ddda3ae,2930,aa48,01,000,0,1,1,0
1061,1061,0,05,3ddda415,3092,aa48,01,000,0,1,1,0
1062,1062,0,05,3ddda68d,2824,aa48,01,000,0,1,1,0
1063,1063,0,05,3dddca37,394a,aa48,01,000,0,1,1,0
1064,1064,0,05,3dddcad4,2a9a,aa48,01,000,0,1,1,0
1065,1065,0,05,3dddcbf3,2cee,aa48,01,000,0,1,1,0
1066,1066,0,05,3dddcc0a,a732,aa48,01,000,0,1,1,0
1067,1067,0,05,3dddec0a,39d8,aa48,01,000,0,1,1,0
1068,1068,0,05,3dddec85,2c92,aa48,01,000,0,1,1,0
1069,1069,0,05,3dddedaa,aa08,aa48,01,000,0,1,1,0
1070,1070,0,05,3dddeec5,2ee4,aa48,01,000,0,1,1,0
1071,1071,0,05,3dde07fd,38fb,aa48,01,000,0,1,1,0
1072,1072,0,05,3dde09bd,2138,aa48,01,000,0,1,1,0
1073,1073,0,05,3dde0e47,ac22,aa48,01,000,0,1,1,0
1074,1074,0,05,3dde0e59,299f,aa48,01,000,0,1,1,0
1075,1075,0,05,3dde2617,38de,aa48,01,000,0,1,1,0
1076,1076,0,05,3dde269d,1bf7,aa48,01,000,0,1,1,0
1077,1077,0,05,3dde2dba,b130,aa48,01,000,0,1,1,0
1078,1078,0,05,3dde2f82,2bce,aa48,01,000,0,1,1,0
1079,1079,0,05,3dde633e,31c9,aa48,01,000,0,1,1,0
1080,1080,0,05,3dde64d3,a9e7,aa48,01,000,0,1,1,0
1081,1081,0,05,3dde6794,2ab2,aa48,01,000,0,1,1,0
1082,1082,0,05,3dde67b4,2b75,aa48,01,000,0,1,1,0
1083,1083,0,05,3dde83a7,38f1,aa48,01,000,0,1,1,0
1084,1084,0,05,3dde8435,a497,aa48,01,000,0,1,1,0
1085,1085,0,05,3dde8458,3333,aa48,01,000,0,1,1,0
1086,1086,0,05,3dde8602,ab90,aa48,01,000,0,1,1,0
1087,1087,0,05,3dde9e6d,37e8,aa48,01,000,0,1,1,0
1088,1088,0,05,3dde9ecc,1d10,aa48,01,000,0,1,1,0
1089,1089,0,05,3dde9eff,acc7,aa48,01,000,0,1,1,0
1090,1090,0,05,3dde9f5a,23ef,aa48,01,000,0,1,1,0
1091,1091,0,05,3ddeb54c,381b,aa48,01,000,0,1,1,0
1092,1092,0,05,3ddeb582,2980,aa48,01,000,0,1,1,0
1093,1093,0,05,3ddeb81e,ab84,aa48,01,000,0,1,1,0
1094,1094,0,05,3ddeb840,2cc0,aa48,01,000,0,1,1,0
1095,1095,0,05,3ddef033,36c2,aa48,01,000,0,1,1,0
1096,1096,0,05,3ddef08a,1388,aa48,01,000,0,1,1,0
1097,1097,0,05,3ddef14d,3163,aa48,01,000,0,1,1,0
1098,1098,0,05,3ddef167,2e64,aa48,01,000,0,1,1,0
1099,1099,0,05,3ddf35b3,3822,aa48,01,000,0,1,1,0
1100,1100,0,05,3ddf365a,a9a0,aa48,01,000,0,1,1,0
1101,1101,0,05,3ddf36a3,b1fe,aa48,01,000,0,1,1,0
1102,1102,0,05,3ddf381f,30a1,aa48,01,000,0,1,1,0
1103,1103,0,05,3ddf69bb,38e6,aa48,01,000,0,1,1,0
1104,1104,0,05,3ddf69be,2abd,aa48,01,000,0,1,1,0
1105,1105,0,05,3ddf6a47,a996,aa48,01,000,0,1,1,0
1106,1106,0,05,3ddf6a86,ac03,aa48,01,000,0,1,1,0
1107,1107,0,05,3ddf99e7,3699,aa48,01,000,0,1,1,0
1108,1108,0,05,3ddf99e8,a8ef,aa48,01,000,0,1,1,0
1109,1109,0,05,3ddf9d45,a4e0,aa48,01,000,0,1,1,0
1110,1110,0,05,3ddf9dbf,31c0,aa48,01,000,0,1,1,0
1111,1111,0,05,3ddfa1ee,3643,aa48,01,000,0,1,1,0
1112,1112,0,05,3ddfa233,a326,aa48,01,000,0,1,1,0
1113,1113,0,05,3ddfa28d,ac33,aa48,01,000,0,1,1,0
1114,1114,0,05,3ddfa2fc,ace3,aa48,01,000,0,1,1,0
1115,1115,0,05,3ddfd3d2,39f1,aa48,01,000,0,1,1,0
1116,1116,0,05,3ddfd3dd,30f8,aa48,01,000,0,1,1,0
1117,1117,0,05,3ddfda57,b4d6,aa48,01,000,0,1,1,0
1118,1118,0,05,3ddfdac9,ab15,aa48,01,000,0,1,1,0
1119,1119,0,05,3ddffa0b,392a,aa48,01,000,0,1,1,0
1120,1120,0,05,3ddffa0b,a45c,aa48,01,000,0,1,1,0
1121,1121,0,05,3ddffac2,29bd,aa48,01,000,0,1,1,0
1122,1122,0,05,3ddffaca,abf8,aa48,01,000,0,1,1,0
1123,1123,0,05,3de01c80,36e9,aa48,01,000,0,1,1,0
1124,1124,0,05,3de01cbc,2b40,aa48,01,000,0,1,1,0
1125,1125,0,05,3de01d2d,1aca,aa48,01,000,0,1,1,0
1126,1126,0,05,3de01de2,2958,aa48,01,000,0,1,1,0
1127,1127,0,05,3de034b7,396e,aa48,01,000,0,1,1,0
1128,1128,0,05,3de034b7,a842,aa48,01,000,0,1,1,0
1129,1129,0,05,3de03858,b08b,aa48,01,000,0,1,1,0
1130,1130,0,05,3de0399e,a95f,aa48,01,000,0,1,1,0
1131,1131,0,05,3de05bc7,36d2,aa48,01,000,0,1,1,0
1132,1132,0,05,3de05c07,2732,aa48,01,000,0,1,1,0
1133,1133,0,05,3de06084,b1da,aa48,01,000,0,1,1,0
1134,1134,0,05,3de06331,a7a5,aa48,01,000,0,1,1,0
1135,1135,0,05,3de0932f,38da,aa48,01,000,0,1,1,0
1136,1136,0,05,3de09389,29b5,aa48,01,000,0,1,1,0
1137,1137,0,05,3de093c8,a832,aa48,01,000,0,1,1,0
1138,1138,0,05,3de09449,a3e0,aa48,01,000,0,1,1,0
1139,1139,0,05,3de0aa0c,3882,aa48,01,000,0,1,1,0
1140,1140,0,05,3de0aa3d,2ca2,aa48,01,000,0,1,1,0
1141,1141,0,05,3de0aa49,b001,aa48,01,000,0,1,1,0
1142,1142,0,05,3de0ae6b,a383,aa48,01,000,0,1,1,0
1143,1143,0,05,3de0c206,37c5,aa48,01,000,0,1,1,0
1144,1144,0,05,3de0c20c,a5c7,aa48,01,000,0,1,1,0
1145,1145,0,05,3de0c299,afe7,aa48,01,000,0,1,1,0
1146,1146,0,05,3de0c358,2cae,aa48,01,000,0,1,1,0
1147,1147,0,05,3de109f2,3938,aa48,01,000,0,1,1,0
1148,1148,0,05,3de10d08,a5ce,aa48,01,000,0,1,1,0
1149,1149,0,05,3de118b9,3015,aa48,01,000,0,1,1,0
1150,1150,0,05,3de1191e,ae84,aa48,01,000,0,1,1,0
1151,1151,0,05,3de14e73,3938,aa48,01,000,0,0,1,0
1152,1152,0,05,3de14e7d,3938,aa48,01,000,0,0,1,0
1153,1153,0,05,3de14ebf,3938,aa48,01,000,0,0,1,0
1154,1154,0,05,3de14f3e,3938,aa48,01,000,0,0,1,0
1155,1155,0,05,3de1671e,3938,aa48,01,000,0,0,1,0
1156,1156,0,05,3de16787,3938,aa48,01,000,0,0,1,0
1157,1157,0,05,3de16787,3938,aa48,01,000,0,0,1,0
1158,1158,0,05,3de167c0,3938,aa48,01,000,0,0,1,0
1159,1159,0,05,3de1a2b7,3938,aa48,01,000,0,0,1,0
1160,1160,0,05,3de1a2db,3938,aa48,01,000,0,0,1,0
1161,1161,0,05,3de1a570,3938,aa48,01,000,0,0,1,0
1162,1162,0,05,3de1a5a9,3938,aa48,01,000,0,0,1,0
1163,1163,0,05,3de1bceb,3938,aa48,01,000,0,0,1,0
1164,1164,0,05,3de1bd05,3938,aa48,01,000,0,0,1,0
1165,1165,0,05,3de1c14d,3938,aa48,01,000,0,0,1,0
1166,1166,0,05,3de1c16a,3938,aa48,01,000,0,0,1,0
1167,1167,0,05,3de1f07e,3938,aa48,01,000,0,0,1,0
1168,1168,0,05,3de1f0bf,3938,aa48,01,000,0,0,1,0
1169,1169,0,05,3de1f0e2,3938,aa48,01,000,0,0,1,0
1170,1170,0,05,3de1f0ea,3938,aa48,01,000,0,0,1,0
1171,1171,0,05,3de2198e,3938,aa48,01,000,0,0,1,0
1172,1172,0,05,3de21a39,3938,aa48,01,000,0,0,1,0
1173,1173,0,05,3de21c3a,39fb,aa48,01,000,0,1,1,0
1174,1174,0,05,3de21c41,28b5,aa48,01,000,0,1,1,0
1175,1175,0,05,3de23a70,ad43,aa48,01,000,0,1,1,0
1176,1176,0,05,3de23a81,24ae,aa48,01,000,0,1,1,0
1177,1177,0,05,3de23c74,38b7,aa48,01,000,0,1,1,0
1178,1178,0,05,3de23d24,23b7,aa48,01,000,0,1,1,0
1179,1179,0,05,3de2739c,acf8,aa48,01,000,0,1,1,0
1180,1180,0,05,3de273ad,2bf9,aa48,01,000,0,1,1,0
1181,1181,0,05,3de275c2,38c3,aa48,01,000,0,1,1,0
1182,1182,0,05,3de27716,1eea,aa48,01,000,0,1,1,0
1183,1183,0,05,3de27716,a7bb,aa48,01,000,0,1,1,0
1184,1184,0,05,3de27716,2e81,aa48,01,000,0,1,1,0
1185,1185,0,05,3de27716,3788,aa48,01,000,0,1,1,0
1186,1186,0,05,3de27716,301a,aa48,01,000,0,1,1,0
1187,1187,0,05,3de27716,a363,aa48,01,000,0,1,1,0
1188,1188,0,05,3de27716,2c3c,aa48,01,000,0,1,1,0
1189,1189,0,05,3de27716,39c4,aa48,01,000,0,1,1,0
1190,1190,0,05,3de27716,226c,aa48,01,000,0,1,1,0
1191,1191,0,05,3de27716,28f8,aa48,01,000,0,1,1,0
1192,1192,0,05,3de27716,2f2f,aa48,01,000,0,1,1,0
1193,1193,0,05,3de27716,3b86,aa48,01,000,0,1,1,0
1194,1194,0,05,3de27716,2e89,aa48,01,000,0,1,1,0
1195,1195,0,05,3de27716,2385,aa48,01,000,0,1,1,0
1196,1196,0,05,3de27716,2098,aa48,01,000,0,1,1,0
1197,1197,0,05,3de27716,37e1,aa48,01,000,0,1,1,0
1198,1198,0,05,3de27716,29b4,aa48,01,000,0,1,1,0
1199,1199,0,05,3de27716,258f,aa48,01,000,0,1,1,0
1200,1200,0,05,3de27716,245d,aa48,01,000,0,1,1,0
1201,1201,0,05,3de27716,393f,aa48,01,000,0,1,1,0
1202,1202,0,05,3de27716,2a45,aa48,01,000,0,1,1,0
1203,1203,0,05,3de27716,2e28,aa48,01,000,0,1,1,0
1204,1204,0,05,3de27716,3009,aa48,01,000,0,1,1,0
1205,1205,0,05,3de2be9e,3903,aa48,01,000,0,1,1,0
1206,1206,0,05,3de2beca,2821,aa48,01,000,0,1,1,0
1207,1207,0,05,3de2bfa8,aa73,aa48,01,000,0,1,1,0
1208,1208,0,05,3de2bfb3,33da,aa48,01,000,0,1,1,0
1209,1209,0,05,3de2ec28,39ef,aa48,01,000,0,1,1,0
1210,1210,0,05,3de2ec30,2fa3,aa48,01,000,0,1,1,0
1211,1211,0,05,3de2ecf5,2874,aa48,01,000,0,1,1,0
1212,1212,0,05,3de2ed75,2ee5,aa48,01,000,0,1,1,0
1213,1213,0,05,3de31ace,3951,aa48,01,000,0,1,1,0
1214,1214,0,05,3de31acf,267a,aa48,01,000,0,1,1,0
1215,1215,0,05,3de31aed,a508,aa48,01,000,0,1,1,0
1216,1216,0,05,3de31c3f,20e6,aa48,01,000,0,1,1,0
1217,1217,0,05,3de3389c,3a16,aa48,01,000,0,1,1,0
1218,1218,0,05,3de33ab6,2ea3,aa48,01,000,0,1,1,0
1219,1219,0,05,3de33abd,2c27,aa48,01,000,0,1,1,0
1220,1220,0,05,3de33b4c,2209,aa48,01,000,0,1,1,0
1221,1221,0,05,3de37dc8,395f,aa48,01,000,0,1,1,0
1222,1222,0,05,3de37dcd,2455,aa48,01,000,0,1,1,0
1223,1223,0,05,3de37dff,286b,aa48,01,000,0,1,1,0
1224,1224,0,05,3de37f9c,285a,aa48,01,000,0,1,1,0
1225,1225,0,05,3de3f0d0,3a7a,aa48,01,000,0,1,1,0
1226,1226,0,05,3de3f226,2c9b,aa48,01,000,0,1,1,0
1227,1227,0,05,3de3f22d,a085,aa48,01,000,0,1,1,0
1228,1228,0,05,3de3f22f,2ae8,aa48,01,000,0,1,1,0
1229,1229,0,05,3de41139,38d3,aa48,01,000,0,1,1,0
1230,1230,0,05,3de4117a,28e0,aa48,01,000,0,1,1,0
1231,1231,0,05,3de4118a,2825,aa48,01,000,0,1,1,0
1232,1232,0,05,3de41193,a084,aa48,01,000,0,1,1,0
1233,1233,0,05,3de4489e,3a92,aa48,01,000,0,1,1,0
1234,1234,0,05,3de448ed,27ed,aa48,01,000,0,1,1,0
1235,1235,0,05,3de44a1c,a642,aa48,01,000,0,1,1,0
1236,1236,0,05,3de44c25,2246,aa48,01,000,0,1,1,0
1237,1237,0,05,3de47e61,3922,aa48,01,000,0,1,1,0
1238,1238,0,05,3de47e83,2c13,aa48,01,000,0,1,1,0
1239,1239,0,05,3de47ed6,07ec,aa48,01,000,0,1,1,0
1240,1240,0,05,3de4868b,aecd,aa48,01,000,0,1,1,0
1241,1241,0,05,3de4ccf5,38b8,aa48,01,000,0,1,1,0
1242,1242,0,05,3de4cec8,a2c9,aa48,01,000,0,1,1,0
1243,1243,0,05,3de4cef0,ac60,aa48,01,000,0,1,1,0
1244,1244,0,05,3de4d06c,a5af,aa48,01,000,0,1,1,0
1245,1245,0,05,3de508f3,38ba,aa48,01,000,0,1,1,0
1246,1246,0,05,3de50908,2eeb,aa48,01,000,0,1,1,0
1247,1247,0,05,3de50915,31ac,aa48,01,000,0,1,1,0
1248,1248,0,05,3de50918,2e87,aa48,01,000,0,1,1,0
1249,1249,0,05,3de5532b,386e,aa48,01,000,0,1,1,0
1250,1250,0,05,3de5548c,2a89,aa48,01,000,0,1,1,0
1251,1251,0,05,3de55516,2024,aa48,01,000,0,1,1,0
1252,1252,0,05,3de5551a,28bc,aa48,01,000,0,1,1,0
1253,1253,0,05,3de58ecd,38f9,aa48,01,000,0,1,1,0
1254,1254,0,05,3de58ed6,1cc1,aa48,01,000,0,1,1,0
1255,1255,0,05,3de58efd,25f2,aa48,01,000,0,1,1,0
1256,1256,0,05,3de58f23,28b5,aa48,01,000,0,1,1,0
1257,1257,0,05,3de5e307,396f,aa48,01,000,0,1,1,0
1258,1258,0,05,3de5e3b1,2480,aa48,01,000,0,1,1,0
1259,1259,0,05,3de5e3b4,2bff,aa48,01,000,0,1,1,0
1260,1260,0,05,3de5e413,2b48,aa48,01,000,0,1,1,0
1261,1261,0,05,3de6129f,37fd,aa48,01,000,0,1,1,0
1262,1262,0,05,3de612ce,2eea,aa48,01,000,0,1,1,0
1263,1263,0,05,3de612f1,2e21,aa48,01,000,0,1,1,0
1264,1264,0,05,3de612f3,2d97,aa48,01,000,0,1,1,0
1265,1265,0,05,3de6694a,396c,aa48,01,000,0,1,1,0
1266,1266,0,05,3de66969,97da,aa48,01,000,0,1,1,0
1267,1267,0,05,3de6697d,a5ba,aa48,01,000,0,1,1,0
1268,1268,0,05,3de66982,2f68,aa48,01,000,0,1,1,0
1269,1269,0,05,3de69e33,392c,aa48,01,000,0,1,1,0
1270,1270,0,05,3de69eb8,313e,aa48,01,000,0,1,1,0
1271,1271,0,05,3de69eb8,a983,aa48,01,000,0,1,1,0
1272,1272,0,05,3de6a02a,280a,aa48,01,000,0,1,1,0
1273,1273,0,05,3de6ccb2,388f,aa48,01,000,0,1,1,0
1274,1274,0,05,3de6ccb8,a3d4,aa48,01,000,0,1,1,0
1275,1275,0,05,3de6cd51,2f6c,aa48,01,000,0,1,1,0
1276,1276,0,05,3de6cd61,3411,aa48,01,000,0,1,1,0
1277,1277,0,05,3de6fa0f,39b1,aa48,01,000,0,1,1,0
1278,1278,0,05,3de6fb8e,2b1f,aa48,01,000,0,1,1,0
1279,1279,0,05,3de6ff94,a40e,aa48,01,000,0,1,1,0
1280,1280,0,05,3de700e9,2e34,aa48,01,000,0,1,1,0
1281,1281,0,05,3de72827,386d,aa48,01,000,0,1,1,0
1282,1282,0,05,3de7287c,2a9d,aa48,01,000,0,1,1,0
1283,1283,0,05,3de7287f,1a6b,aa48,01,000,0,1,1,0
1284,1284,0,05,3de728ab,2ef4,aa48,01,000,0,1,1,0
1285,1285,0,05,3de75a20,38ca,aa48,01,000,0,1,1,0
1286,1286,0,05,3de75a21,2d21,aa48,01,000,0,1,1,0
1287,1287,0,05,3de75a32,992e,aa48,01,000,0,1,1,0
1288,1288,0,05,3de75a5f,b6b2,aa48,01,000,0,1,1,0
1289,1289,0,05,3de7956b,39a6,aa48,01,000,0,1,1,0
1290,1290,0,05,3de79575,2db3,aa48,01,000,0,1,1,0
1291,1291,0,05,3de795f5,a834,aa48,01,000,0,1,1,0
1292,1292,0,05,3de7965f,a6a4,aa48,01,000,0,1,1,0
1293,1293,0,05,3de7b647,38de,aa48,01,000,0,1,1,0
1294,1294,0,05,3de7b7c5,ab65,aa48,01,000,0,1,1,0
1295,1295,0,05,3de7b8f2,2af4,aa48,01,000,0,1,1,0
1296,1296,0,05,3de7b9ec,1fa8,aa48,01,000,0,1,1,0
1297,1297,0,05,3de7f4b7,3893,aa48,01,000,0,1,1,0
1298,1298,0,05,3de7f4b7,27ab,aa48,01,000,0,1,1,0
1299,1299,0,05,3de7f4c7,b0f7,aa48,01,000,0,1,1,0
1300,1300,0,05,3de7f67e,2a58,aa48,01,000,0,1,1,0
1301,1301,0,05,3de82bfd,3576,aa48,01,000,0,1,1,0
1302,1302,0,05,3de82f6d,27ab,aa48,01,000,0,0,1,0
1303,1303,0,05,3de82fa9,27ab,aa48,01,000,0,0,1,0
1304,1304,0,05,3de82fca,27ab,aa48,01,000,0,0,1,0
1305,1305,0,05,3de8595a,27ab,aa48,01,000,0,0,1,0
1306,1306,0,05,3de85962,27ab,aa48,01,000,0,0,1,0
1307,1307,0,05,3de85b1a,27ab,aa48,01,000,0,0,1,0
1308,1308,0,05,3de8635f,27ab,aa48,01,000,0,0,1,0
1309,1309,0,05,3de8a428,27ab,aa48,01,000,0,0,1,0
1310,1310,0,05,3de8a48d,27ab,aa48,01,000,0,0,1,0
1311,1311,0,05,3de8a495,27ab,aa48,01,000,0,0,1,0
1312,1312,0,05,3de8a5c9,27ab,aa48,01,000,0,0,1,0
1313,1313,0,05,3de8ccf6,27ab,aa48,01,000,0,0,1,0
1314,1314,0,05,3de8cd4d,27ab,aa48,01,000,0,0,1,0
1315,1315,0,05,3de8cd4e,27ab,aa48,01,000,0,0,1,0
1316,1316,0,05,3de8ced0,27ab,aa48,01,000,0,0,1,0
1317,1317,0,05,3de8fcaf,27ab,aa48,01,000,0,0,1,0
1318,1318,0,05,3de8fd82,27ab,aa48,01,000,0,0,1,0
1319,1319,0,05,3de8fd82,27ab,aa48,01,000,0,0,1,0
1320,1320,0,05,3de913ec,a5e2,aa48,01,000,0,1,1,0
1321,1321,0,05,3de953bb,ab9c,aa48,01,000,0,1,1,0
1322,1322,0,05,3de954bf,2502,aa48,01,000,0,1,1,0
1323,1323,0,05,3de954e2,34d6,aa48,01,000,0,1,1,0
1324,1324,0,05,3de954f8,a819,aa48,01,000,0,1,1,0
1325,1325,0,05,3de98459,b265,aa48,01,000,0,1,1,0
1326,1326,0,05,3de984c7,a732,aa48,01,000,0,1,1,0
1327,1327,0,05,3de98527,3b69,aa48,01,000,0,1,1,0
1328,1328,0,05,3de98529,b043,aa48,01,000,0,1,1,0
1329,1329,0,05,3de9af02,b10f,aa48,01,000,0,1,1,0
1330,1330,0,05,3de9af1f,23ba,aa48,01,000,0,1,1,0
1331,1331,0,05,3de9b234,3560,aa48,01,000,0,1,1,0
1332,1332,0,05,3de9b285,2c89,aa48,01,000,0,1,1,0
1333,1333,0,05,3de9c16e,aea7,aa48,01,000,0,1,1,0
1334,1334,0,05,3de9c16e,affb,aa48,01,000,0,1,1,0
1335,1335,0,05,3de9c16e,38b4,aa48,01,000,0,1,1,0
1336,1336,0,05,3de9c16e,acff,aa48,01,000,0,1,1,0
1337,1337,0,05,3de9c16e,b2e9,aa48,01,000,0,1,1,0
1338,1338,0,05,3de9c16e,2e56,aa48,01,000,0,1,1,0
1339,1339,0,05,3de9c16e,3533,aa48,01,000,0,1,1,0
1340,1340,0,05,3de9c16e,aefd,aa48,01,000,0,1,1,0
1341,1341,0,05,3de9c16e,a921,aa48,01,000,0,1,1,0
1342,1342,0,05,3de9c16e,3096,aa48,01,000,0,1,1,0
1343,1343,0,05,3de9c16e,3a15,aa48,01,000,0,1,1,0
1344,1344,0,05,3de9c16e,28de,aa48,01,000,0,1,1,0
1345,1345,0,05,3de9c16e,aff8,aa48,01,000,0,1,1,0
1346,1346,0,05,3de9c16e,aee3,aa48,01,000,0,1,1,0
1347,1347,0,05,3de9c16e,3a9e,aa48,01,000,0,1,1,0
1348,1348,0,05,3de9c16e,2685,aa48,01,000,0,1,1,0
1349,1349,0,05,3de9c16e,aaf6,aa48,01,000,0,1,1,0
1350,1350,0,05,3de9c16e,af14,aa48,01,000,0,1,1,0
1351,1351,0,05,3de9c16e,35fc,aa48,01,000,0,1,1,0
1352,1352,0,05,3de9c17f,2727,aa48,01,000,0,1,1,0
1353,1353,0,05,3de9c1f3,9f72,aa48,01,000,0,1,1,0
1354,1354,0,05,3de9c1ff,ac5d,aa48,01,000,0,1,1,0
1355,1355,0,05,3de9cdb1,3820,aa48,01,000,0,1,1,0
1356,1356,0,05,3de9cdd2,2c2a,aa48,01,000,0,1,1,0
1357,1357,0,05,3de9d2ef,b302,aa48,01,000,0,1,1,0
1358,1358,0,05,3de9d309,9ff4,aa48,01,000,0,1,1,0
1359,1359,0,05,3dea40db,381a,aa48,01,000,0,1,1,0
1360,1360,0,05,3dea4320,9475,aa48,01,000,0,1,1,0
1361,1361,0,05,3dea4653,22be,aa48,01,000,0,1,1,0
1362,1362,0,05,3dea465a,2670,aa48,01,000,0,1,1,0
1363,1363,0,05,3dea54cc,3511,aa48,01,000,0,1,1,0
1364,1364,0,05,3dea5571,ada6,aa48,01,000,0,1,1,0
1365,1365,0,05,3dea56d3,aeda,aa48,01,000,0,1,1,0
1366,1366,0,05,3dea58d1,aeaa,aa48,01,000,0,1,1,0
1367,1367,0,05,3dea850e,3853,aa48,01,000,0,1,1,0
1368,1368,0,05,3dea85d5,a8ca,aa48,01,000,0,1,1,0
1369,1369,0,05,3dea8bcd,ac34,aa48,01,000,0,1,1,0
1370,1370,0,05,3dea8d0f,2d6e,aa48,01,000,0,1,1,0
1371,1371,0,05,3dea9a93,3962,aa48,01,000,0,1,1,0
1372,1372,0,05,3dea9c19,1502,aa48,01,000,0,1,1,0
1373,1373,0,05,3dea9c4e,b0bb,aa48,01,000,0,1,1,0
1374,1374,0,05,3dea9eef,293a,aa48,01,000,0,1,1,0
1375,1375,0,05,3deae8ea,35bf,aa48,01,000,0,1,1,0
1376,1376,0,05,3deae91a,20b4,aa48,01,000,0,1,1,0
1377,1377,0,05,3deaeb16,b031,aa48,01,000,0,1,1,0
1378,1378,0,05,3deaec91,ab59,aa48,01,000,0,1,1,0
1379,1379,0,05,3deb4424,3754,aa48,01,000,0,1,1,0
1380,1380,0,05,3deb4439,2dfe,aa48,01,000,0,1,1,0
1381,1381,0,05,3deb449a,2805,aa48,01,000,0,1,1,0
1382,1382,0,05,3deb462b,1d0b,aa48,01,000,0,1,1,0
1383,1383,0,05,3deb5813,35ed,aa48,01,000,0,1,1,0
1384,1384,0,05,3deb582d,ab3f,aa48,01,000,0,1,1,0
1385,1385,0,05,3deb582e,adf5,aa48,01,000,0,1,1,0
1386,1386,0,05,3deb58c7,a2c2,aa48,01,000,0,1,1,0
1387,1387,0,05,3deb7acf,3787,aa48,01,000,0,1,1,0
1388,1388,0,05,3deb7b5a,ad66,aa48,01,000,0,1,1,0
1389,1389,0,05,3deb817d,987e,aa48,01,000,0,1,1,0
1390,1390,0,05,3deb817f,ab28,aa48,01,000,0,1,1,0
1391,1391,0,05,3deba324,34c8,aa48,01,000,0,1,1,0
1392,1392,0,05,3deba324,a703,aa48,01,000,0,1,1,0
1393,1393,0,05,3deba32a,1e76,aa48,01,000,0,1,1,0
1394,1394,0,05,3deba33f,a3d3,aa48,01,000,0,1,1,0
1395,1395,0,05,3debb014,3695,aa48,01,000,0,1,1,0
1396,1396,0,05,3debb114,a587,aa48,01,000,0,1,1,0
1397,1397,0,05,3debb28b,af72,aa48,01,000,0,1,1,0
1398,1398,0,05,3debb3ee,ac01,aa48,01,000,0,1,1,0
1399,1399,0,05,3debd954,3818,aa48,01,000,0,1,1,0
1400,1400,0,05,3debd982,a89e,aa48,01,000,0,1,1,0
1401,1401,0,05,3debda0f,ad0d,aa48,01,000,0,1,1,0
1402,1402,0,05,3debdafb,25d4,aa48,01,000,0,1,1,0
1403,1403,0,05,3dec14ee,3412,aa48,01,000,0,1,1,0
1404,1404,0,05,3dec14ee,a93b,aa48,01,000,0,1,1,0
